DATE,Station_ID,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,LATITUDE,LONGITUDE,ELEVATION,STATION_NAME
2025-04-08,US1NHBK0002,US1NHBK0002,Spring,,,0.3,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-09,US1NHBK0002,US1NHBK0002,Spring,,,2.8,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-11,US1NHBK0002,US1NHBK0002,Spring,,,0.8,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-12,US1NHBK0002,US1NHBK0002,Spring,,,1.5,18.0,13.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-13,US1NHBK0002,US1NHBK0002,Spring,,,9.7,69.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-14,US1NHBK0002,US1NHBK0002,Spring,,,0.0,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-15,US1NHBK0002,US1NHBK0002,Spring,,,6.6,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-16,US1NHBK0002,US1NHBK0002,Spring,,,0.3,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-19,US1NHBK0002,US1NHBK0002,Spring,,,0.0,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-20,US1NHBK0002,US1NHBK0002,Spring,,,0.3,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-21,US1NHBK0002,US1NHBK0002,Spring,,,0.0,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-04-22,US1NHBK0002,US1NHBK0002,Spring,,,3.3,0.0,0.0,43.4356,-71.5069,214.0,BELMONT 1.7 SW
2025-03-26,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,89.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-03-27,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-03-28,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-03-29,US1NHBK0009,US1NHBK0009,Spring,,,9.9,18.0,13.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-03-30,US1NHBK0009,US1NHBK0009,Spring,,,10.2,3.0,13.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-03-31,US1NHBK0009,US1NHBK0009,Spring,,,10.4,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-01,US1NHBK0009,US1NHBK0009,Spring,,,4.3,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-02,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-03,US1NHBK0009,US1NHBK0009,Spring,,,11.2,5.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-04,US1NHBK0009,US1NHBK0009,Spring,,,5.8,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-05,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-06,US1NHBK0009,US1NHBK0009,Spring,,,13.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-07,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-08,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-09,US1NHBK0009,US1NHBK0009,Spring,,,2.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-10,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-11,US1NHBK0009,US1NHBK0009,Spring,,,0.5,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-12,US1NHBK0009,US1NHBK0009,Spring,,,1.3,15.0,13.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-13,US1NHBK0009,US1NHBK0009,Spring,,,11.4,5.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-14,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-15,US1NHBK0009,US1NHBK0009,Spring,,,3.8,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-16,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-17,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-18,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-19,US1NHBK0009,US1NHBK0009,Spring,,,0.8,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-20,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-21,US1NHBK0009,US1NHBK0009,Spring,,,0.0,0.0,0.0,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-04-22,US1NHBK0009,US1NHBK0009,Spring,,,2.0,,,43.6224,-71.5351,206.3,MEREDITH 2.9 SSW
2025-03-26,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-03-27,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-03-28,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-03-29,US1NHBK0010,US1NHBK0010,Spring,,,4.6,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-03-30,US1NHBK0010,US1NHBK0010,Spring,,,11.4,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-03-31,US1NHBK0010,US1NHBK0010,Spring,,,5.8,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-01,US1NHBK0010,US1NHBK0010,Spring,,,2.8,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-02,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-03,US1NHBK0010,US1NHBK0010,Spring,,,3.0,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-04,US1NHBK0010,US1NHBK0010,Spring,,,8.9,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-05,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-06,US1NHBK0010,US1NHBK0010,Spring,,,8.4,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-07,US1NHBK0010,US1NHBK0010,Spring,,,2.3,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-08,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-09,US1NHBK0010,US1NHBK0010,Spring,,,2.3,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-10,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-11,US1NHBK0010,US1NHBK0010,Spring,,,0.5,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-12,US1NHBK0010,US1NHBK0010,Spring,,,0.5,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-13,US1NHBK0010,US1NHBK0010,Spring,,,10.9,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-14,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-15,US1NHBK0010,US1NHBK0010,Spring,,,4.6,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-16,US1NHBK0010,US1NHBK0010,Spring,,,2.3,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-17,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-18,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-19,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-20,US1NHBK0010,US1NHBK0010,Spring,,,0.5,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-21,US1NHBK0010,US1NHBK0010,Spring,,,0.0,0.0,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-04-22,US1NHBK0010,US1NHBK0010,Spring,,,3.0,,,43.5287,-71.4791,151.2,LACONIA 2.8 S
2025-03-29,US1NHBK0012,US1NHBK0012,Spring,,,10.7,,,43.6758,-71.5267,234.4,CENTER HARBOR 3.7 SW
2025-03-30,US1NHBK0012,US1NHBK0012,Spring,,,10.4,,,43.6758,-71.5267,234.4,CENTER HARBOR 3.7 SW
2025-03-31,US1NHBK0012,US1NHBK0012,Spring,,,10.7,,,43.6758,-71.5267,234.4,CENTER HARBOR 3.7 SW
2025-04-06,US1NHBK0018,US1NHBK0018,Spring,,,,,0.0,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-08,US1NHBK0018,US1NHBK0018,Spring,,,,,0.0,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-09,US1NHBK0018,US1NHBK0018,Spring,,,3.8,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-11,US1NHBK0018,US1NHBK0018,Spring,,,0.5,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-14,US1NHBK0018,US1NHBK0018,Spring,,,0.0,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-15,US1NHBK0018,US1NHBK0018,Spring,,,3.8,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-16,US1NHBK0018,US1NHBK0018,Spring,,,0.0,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-17,US1NHBK0018,US1NHBK0018,Spring,,,0.3,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-18,US1NHBK0018,US1NHBK0018,Spring,,,0.0,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-19,US1NHBK0018,US1NHBK0018,Spring,,,0.3,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-20,US1NHBK0018,US1NHBK0018,Spring,,,0.0,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-04-21,US1NHBK0018,US1NHBK0018,Spring,,,0.0,0.0,,43.664,-71.6427,204.2,NEW HAMPTON 4.1 N
2025-03-26,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-03-27,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-03-28,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-03-29,US1NHBK0026,US1NHBK0026,Spring,,,13.0,66.0,,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-03-30,US1NHBK0026,US1NHBK0026,Spring,,,8.9,13.0,,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-03-31,US1NHBK0026,US1NHBK0026,Spring,,,8.9,0.0,,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-01,US1NHBK0026,US1NHBK0026,Spring,,,2.3,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-02,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-03,US1NHBK0026,US1NHBK0026,Spring,,,10.9,5.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-04,US1NHBK0026,US1NHBK0026,Spring,,,6.1,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-05,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-06,US1NHBK0026,US1NHBK0026,Spring,,,11.9,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-07,US1NHBK0026,US1NHBK0026,Spring,,,0.5,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-08,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-09,US1NHBK0026,US1NHBK0026,Spring,,,2.8,10.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-10,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-11,US1NHBK0026,US1NHBK0026,Spring,,,0.5,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-12,US1NHBK0026,US1NHBK0026,Spring,,,1.3,13.0,13.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-13,US1NHBK0026,US1NHBK0026,Spring,,,6.1,38.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-14,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-15,US1NHBK0026,US1NHBK0026,Spring,,,3.3,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-16,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-17,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-18,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-19,US1NHBK0026,US1NHBK0026,Spring,,,0.3,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-20,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-21,US1NHBK0026,US1NHBK0026,Spring,,,0.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-04-22,US1NHBK0026,US1NHBK0026,Spring,,,3.0,0.0,0.0,43.6984,-71.4693,273.4,MEREDITH 3.3 NNE
2025-03-26,US1NHBK0034,US1NHBK0034,Spring,,,0.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-03-27,US1NHBK0034,US1NHBK0034,Spring,,,0.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-03-28,US1NHBK0034,US1NHBK0034,Spring,,,0.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-03-29,US1NHBK0034,US1NHBK0034,Spring,,,8.6,10.0,13.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-03-30,US1NHBK0034,US1NHBK0034,Spring,,,7.6,10.0,10.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-03-31,US1NHBK0034,US1NHBK0034,Spring,,,5.1,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-01,US1NHBK0034,US1NHBK0034,Spring,,,2.5,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-02,US1NHBK0034,US1NHBK0034,Spring,,,0.3,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-03,US1NHBK0034,US1NHBK0034,Spring,,,8.4,3.0,3.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-04,US1NHBK0034,US1NHBK0034,Spring,,,5.3,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-05,US1NHBK0034,US1NHBK0034,Spring,,,0.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-06,US1NHBK0034,US1NHBK0034,Spring,,,7.9,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-07,US1NHBK0034,US1NHBK0034,Spring,,,2.3,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-08,US1NHBK0034,US1NHBK0034,Spring,,,0.5,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-09,US1NHBK0034,US1NHBK0034,Spring,,,3.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-10,US1NHBK0034,US1NHBK0034,Spring,,,0.3,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-11,US1NHBK0034,US1NHBK0034,Spring,,,1.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-13,US1NHBK0034,US1NHBK0034,Spring,,,13.2,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-14,US1NHBK0034,US1NHBK0034,Spring,,,0.5,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-15,US1NHBK0034,US1NHBK0034,Spring,,,5.6,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-16,US1NHBK0034,US1NHBK0034,Spring,,,0.5,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-17,US1NHBK0034,US1NHBK0034,Spring,,,0.3,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-18,US1NHBK0034,US1NHBK0034,Spring,,,0.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-19,US1NHBK0034,US1NHBK0034,Spring,,,0.5,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-20,US1NHBK0034,US1NHBK0034,Spring,,,0.3,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-04-21,US1NHBK0034,US1NHBK0034,Spring,,,0.0,0.0,0.0,43.5306,-71.466,151.5,LACONIA 2.8 SSE
2025-03-26,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-03-27,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-03-28,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-03-29,US1NHCH0002,US1NHCH0002,Spring,,,6.1,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-03-30,US1NHCH0002,US1NHCH0002,Spring,,,14.2,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-03-31,US1NHCH0002,US1NHCH0002,Spring,,,2.8,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-01,US1NHCH0002,US1NHCH0002,Spring,,,3.6,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-05,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-06,US1NHCH0002,US1NHCH0002,Spring,,,12.2,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-09,US1NHCH0002,US1NHCH0002,Spring,,,0.8,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-10,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-11,US1NHCH0002,US1NHCH0002,Spring,,,4.6,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-12,US1NHCH0002,US1NHCH0002,Spring,,,5.1,18.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-13,US1NHCH0002,US1NHCH0002,Spring,,,9.4,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-14,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-15,US1NHCH0002,US1NHCH0002,Spring,,,3.0,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-16,US1NHCH0002,US1NHCH0002,Spring,,,0.5,,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-17,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
2025-04-18,US1NHCH0002,US1NHCH0002,Spring,,,0.0,0.0,,42.8988,-72.5235,120.7,WEST CHESTERFIELD 0.3 WNW
