ID,YEAR,Month,ELEMENT,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE11,VALUE12,VALUE13,VALUE14,VALUE15,VALUE16,VALUE17,VALUE18,VALUE19,VALUE20,VALUE21,VALUE22,VALUE23,VALUE24,VALUE25,VALUE26,VALUE27,VALUE28,VALUE29,VALUE30,VALUE31
US1NHCH0031,2025,2,SNWD,178.0,165.0,229.0,203.0,178.0,178.0,229.0,229.0,356.0,343.0,318.0,305.0,330.0,330.0,318.0,419.0,470.0,445.0,419.0,406.0,406.0,406.0,406.0,394.0,381.0,356.0,368.0,356.0,,,
US1NHCH0031,2025,3,SNWD,,,,,,,,,,191.0,,,,,,,,,,,,,0.0,,,,,,,,
US1NHCR0011,2025,2,SNWD,381.0,,445.0,432.0,406.0,368.0,457.0,432.0,610.0,533.0,495.0,483.0,483.0,495.0,483.0,495.0,648.0,610.0,610.0,584.0,559.0,559.0,533.0,533.0,508.0,483.0,470.0,559.0,,,
US1NHCR0011,2025,3,SNWD,597.0,533.0,521.0,521.0,521.0,495.0,432.0,419.0,419.0,432.0,394.0,368.0,343.0,318.0,267.0,216.0,114.0,114.0,102.0,76.0,25.0,25.0,0.0,0.0,102.0,,,,,,
US1NHCR0015,2025,2,SNWD,279.0,,368.0,376.0,312.0,312.0,417.0,373.0,483.0,445.0,427.0,381.0,445.0,437.0,432.0,,584.0,541.0,521.0,521.0,500.0,490.0,475.0,475.0,457.0,445.0,432.0,533.0,,,
US1NHCR0015,2025,3,SNWD,597.0,564.0,549.0,538.0,516.0,470.0,419.0,411.0,406.0,414.0,406.0,389.0,368.0,363.0,348.0,325.0,262.0,229.0,229.0,208.0,170.0,165.0,119.0,109.0,178.0,,,,,,
US1NHCR0034,2025,2,SNWD,,,,,,,292.0,,508.0,457.0,,394.0,389.0,356.0,,394.0,475.0,,,,,,,356.0,,343.0,,,,,
US1NHCR0034,2025,3,SNWD,386.0,,,356.0,,279.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,
US1NHCR0041,2025,2,SNWD,292.0,292.0,292.0,,292.0,279.0,406.0,,559.0,559.0,546.0,,508.0,483.0,483.0,483.0,597.0,572.0,546.0,533.0,521.0,508.0,508.0,495.0,495.0,457.0,470.0,559.0,,,
US1NHCR0041,2025,3,SNWD,,,,,,,,432.0,,,,,,,,,,,191.0,,,,,,,,,,,,
US1NHCR0046,2025,2,SNWD,,,,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,,
US1NHCR0046,2025,3,SNWD,508.0,,,,432.0,394.0,,330.0,,330.0,,,,,,,140.0,140.0,,102.0,,,,0.0,89.0,,,,,,
US1NHCR0050,2025,2,SNWD,203.0,203.0,254.0,229.0,216.0,203.0,305.0,,508.0,483.0,432.0,394.0,394.0,394.0,381.0,432.0,508.0,457.0,432.0,432.0,432.0,432.0,432.0,419.0,406.0,381.0,330.0,406.0,,,
US1NHCR0050,2025,3,SNWD,406.0,394.0,394.0,381.0,381.0,254.0,241.0,241.0,229.0,229.0,216.0,191.0,178.0,178.0,165.0,127.0,0.0,,,,,,,,114.0,,,,,,
US1NHCS0007,2025,2,SNWD,,178.0,254.0,279.0,267.0,241.0,292.0,305.0,381.0,356.0,343.0,330.0,305.0,343.0,343.0,406.0,495.0,457.0,432.0,432.0,432.0,406.0,394.0,406.0,368.0,330.0,318.0,318.0,,,
US1NHCS0007,2025,3,SNWD,368.0,381.0,368.0,356.0,394.0,267.0,,241.0,229.0,241.0,241.0,178.0,165.0,165.0,140.0,0.0,0.0,,,,,25.0,,,25.0,,,,,,
US1NHCS0019,2025,2,SNWD,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1NHCS0019,2025,3,SNWD,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,,,,,
US1NHGR0001,2025,2,SNWD,203.0,191.0,203.0,178.0,178.0,165.0,254.0,254.0,432.0,406.0,381.0,356.0,368.0,381.0,343.0,406.0,495.0,470.0,457.0,445.0,432.0,419.0,419.0,406.0,381.0,356.0,343.0,432.0,,,
US1NHGR0001,2025,3,SNWD,406.0,381.0,356.0,356.0,356.0,330.0,279.0,254.0,254.0,241.0,203.0,127.0,89.0,64.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,,,,,,
US1NHGR0011,2025,2,SNWD,114.0,,,,,89.0,,,,,,,267.0,,,,,,,305.0,,,,297.0,292.0,,216.0,,,,
US1NHGR0011,2025,3,SNWD,53.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
US1NHGR0047,2025,2,SNWD,254.0,254.0,318.0,305.0,292.0,292.0,406.0,406.0,445.0,432.0,432.0,406.0,419.0,470.0,470.0,495.0,559.0,559.0,559.0,508.0,508.0,508.0,483.0,521.0,508.0,483.0,470.0,495.0,,,
US1NHGR0047,2025,3,SNWD,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,
US1NHGR0057,2025,2,SNWD,,,,,,,,,,,,,,,,,427.0,,,,,,,,,257.0,,,,,
US1NHGR0057,2025,3,SNWD,,,,307.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
US1NHHL0019,2025,2,SNWD,,,,,,,,,,,,,,305.0,,,445.0,,,,,,,,,,,356.0,,,
US1NHHL0019,2025,3,SNWD,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,
US1NHHL0048,2025,2,SNWD,178.0,165.0,203.0,152.0,152.0,152.0,203.0,203.0,356.0,330.0,318.0,305.0,330.0,318.0,318.0,432.0,483.0,457.0,432.0,432.0,432.0,419.0,419.0,406.0,381.0,368.0,368.0,330.0,,,
US1NHHL0048,2025,3,SNWD,318.0,305.0,305.0,305.0,279.0,229.0,191.0,178.0,178.0,178.0,152.0,102.0,76.0,0.0,,,,,,,,,,,,,,,,,
US1NHHL0049,2025,2,SNWD,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,
US1NHHL0049,2025,3,SNWD,305.0,305.0,279.0,267.0,254.0,203.0,152.0,152.0,152.0,127.0,76.0,13.0,13.0,13.0,13.0,0.0,,,,,,,,,,,,,,,
US1NHHL0077,2025,2,SNWD,,,,,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,
US1NHHL0096,2025,2,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
US1NHHL0103,2025,2,SNWD,,,,,,,,,,356.0,,,,,,432.0,508.0,483.0,,470.0,457.0,457.0,,,432.0,406.0,406.0,381.0,,,
US1NHHL0103,2025,3,SNWD,,381.0,,381.0,,305.0,279.0,279.0,254.0,254.0,254.0,229.0,229.0,229.0,203.0,,0.0,0.0,,0.0,,,,,,,,,,,
US1NHHL0108,2025,2,SNWD,330.0,330.0,368.0,305.0,305.0,305.0,381.0,381.0,533.0,533.0,521.0,470.0,508.0,495.0,,559.0,635.0,610.0,584.0,572.0,546.0,533.0,521.0,508.0,495.0,483.0,483.0,,,,
US1NHHL0108,2025,3,SNWD,,,457.0,457.0,432.0,381.0,318.0,292.0,,279.0,254.0,,,229.0,203.0,114.0,51.0,38.0,13.0,13.0,,0.0,,,15.0,,,,,,
US1NHMR0004,2025,2,SNWD,216.0,203.0,241.0,203.0,191.0,191.0,254.0,254.0,432.0,394.0,368.0,356.0,368.0,356.0,343.0,432.0,508.0,483.0,457.0,457.0,445.0,432.0,432.0,419.0,394.0,356.0,356.0,381.0,,,
US1NHMR0004,2025,3,SNWD,356.0,343.0,343.0,343.0,343.0,292.0,254.0,254.0,241.0,241.0,229.0,203.0,203.0,203.0,178.0,152.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,,,,,
US1NHMR0006,2025,2,SNWD,254.0,254.0,279.0,254.0,254.0,254.0,356.0,254.0,470.0,457.0,406.0,381.0,457.0,483.0,381.0,495.0,559.0,457.0,381.0,381.0,381.0,381.0,343.0,330.0,254.0,254.0,279.0,356.0,,,
US1NHMR0006,2025,3,SNWD,381.0,356.0,356.0,356.0,356.0,254.0,254.0,254.0,,254.0,203.0,178.0,178.0,178.0,152.0,152.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,,,,,,
US1NHMR0015,2025,2,SNWD,,,203.0,,,,,,,356.0,,,,,,,432.0,,,,,,,394.0,,,,,,,
US1NHMR0015,2025,3,SNWD,,,394.0,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,
US1NHMR0025,2025,2,SNWD,127.0,152.0,178.0,178.0,140.0,127.0,229.0,216.0,241.0,368.0,343.0,330.0,305.0,305.0,292.0,318.0,406.0,394.0,368.0,356.0,356.0,343.0,343.0,330.0,318.0,292.0,254.0,254.0,,,
US1NHMR0025,2025,3,SNWD,241.0,229.0,229.0,203.0,203.0,178.0,102.0,89.0,76.0,64.0,64.0,51.0,25.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,,,,,
US1NHMR0043,2025,2,SNWD,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,
US1NHMR0045,2025,2,SNWD,,,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,
US1NHMR0045,2025,3,SNWD,470.0,419.0,406.0,406.0,394.0,368.0,305.0,305.0,292.0,292.0,279.0,254.0,254.0,241.0,229.0,178.0,165.0,102.0,89.0,51.0,13.0,0.0,0.0,0.0,114.0,,,,,,
US1NHMR0047,2025,2,SNWD,,,,,,,,,,,305.0,305.0,330.0,,,,,,,,,,,,356.0,,,,,,
US1NHMR0047,2025,3,SNWD,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
US1NHMR0055,2025,2,SNWD,178.0,170.0,180.0,168.0,152.0,142.0,234.0,226.0,409.0,358.0,333.0,320.0,330.0,340.0,320.0,406.0,480.0,455.0,447.0,429.0,409.0,399.0,386.0,376.0,363.0,333.0,320.0,335.0,,,
US1NHMR0055,2025,3,SNWD,330.0,310.0,300.0,295.0,277.0,244.0,201.0,198.0,196.0,180.0,168.0,107.0,97.0,91.0,81.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,,
US1NHMR0060,2025,2,SNWD,305.0,305.0,330.0,305.0,305.0,305.0,381.0,381.0,559.0,559.0,521.0,483.0,533.0,533.0,521.0,610.0,635.0,559.0,559.0,559.0,559.0,533.0,533.0,508.0,483.0,457.0,483.0,508.0,,,
US1NHMR0060,2025,3,SNWD,533.0,483.0,457.0,457.0,445.0,406.0,406.0,406.0,406.0,406.0,381.0,368.0,330.0,330.0,305.0,279.0,241.0,229.0,229.0,203.0,152.0,152.0,102.0,102.0,152.0,,,,,,
US1NHMR0063,2025,2,SNWD,114.0,114.0,152.0,127.0,127.0,127.0,178.0,165.0,343.0,292.0,279.0,254.0,279.0,279.0,279.0,356.0,394.0,381.0,368.0,356.0,356.0,343.0,343.0,343.0,330.0,305.0,305.0,356.0,,,
US1NHMR0063,2025,3,SNWD,356.0,330.0,318.0,318.0,305.0,254.0,216.0,216.0,216.0,203.0,178.0,127.0,127.0,76.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
US1NHMR0068,2025,2,SNWD,152.0,152.0,191.0,152.0,140.0,140.0,203.0,216.0,381.0,343.0,318.0,305.0,318.0,318.0,318.0,394.0,445.0,406.0,381.0,394.0,381.0,381.0,381.0,368.0,356.0,330.0,330.0,330.0,,,
US1NHMR0068,2025,3,SNWD,330.0,305.0,305.0,305.0,292.0,241.0,203.0,203.0,203.0,191.0,165.0,,127.0,102.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,,
US1NHMR0070,2025,2,SNWD,114.0,89.0,114.0,76.0,64.0,64.0,165.0,152.0,279.0,312.0,292.0,254.0,267.0,254.0,241.0,318.0,406.0,343.0,318.0,305.0,305.0,305.0,292.0,279.0,254.0,216.0,178.0,279.0,,,
US1NHMR0070,2025,3,SNWD,292.0,254.0,254.0,229.0,216.0,178.0,152.0,152.0,127.0,127.0,89.0,51.0,51.0,51.0,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,,,,,,
US1NHMR0071,2025,2,SNWD,178.0,178.0,191.0,152.0,152.0,152.0,229.0,229.0,381.0,394.0,381.0,356.0,318.0,292.0,279.0,368.0,445.0,,406.0,406.0,394.0,381.0,381.0,381.0,330.0,318.0,292.0,292.0,,,
US1NHMR0071,2025,3,SNWD,279.0,254.0,,241.0,229.0,165.0,114.0,114.0,114.0,76.0,89.0,51.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,,,,,
US1NHMR0072,2025,2,SNWD,,,,,,,,,,,,,,,,,,,,,546.0,,,,,,,508.0,,,
US1NHMR0074,2025,2,SNWD,,,178.0,,,,,,381.0,381.0,,,,,,,394.0,,,,,,,,,,,,,,
US1NHMR0076,2025,2,SNWD,,130.0,,,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,
US1NHMR0076,2025,3,SNWD,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,
US1NHMR0077,2025,2,SNWD,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,
US1NHRC0048,2025,2,SNWD,203.0,229.0,254.0,203.0,203.0,203.0,279.0,254.0,457.0,406.0,381.0,356.0,381.0,356.0,330.0,432.0,533.0,508.0,483.0,457.0,457.0,457.0,457.0,457.0,406.0,381.0,356.0,381.0,,,
US1NHRC0048,2025,3,SNWD,356.0,330.0,330.0,330.0,305.0,254.0,203.0,203.0,203.0,203.0,178.0,102.0,102.0,76.0,,,,,,,,,,,,,,,,,
US1NHRC0072,2025,2,SNWD,140.0,140.0,178.0,,,,191.0,,335.0,,,,305.0,305.0,,386.0,457.0,,,,,,,,,,,,,,
US1NHRC0079,2025,2,SNWD,203.0,203.0,241.0,203.0,203.0,203.0,267.0,254.0,432.0,381.0,368.0,356.0,368.0,330.0,330.0,432.0,546.0,495.0,483.0,470.0,445.0,445.0,432.0,419.0,406.0,356.0,356.0,330.0,,,
US1NHRC0079,2025,3,SNWD,330.0,305.0,305.0,305.0,292.0,241.0,203.0,178.0,178.0,178.0,152.0,114.0,102.0,102.0,76.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
US1NHRC0094,2025,2,SNWD,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,
US1NHRC0098,2025,2,SNWD,114.0,64.0,102.0,51.0,51.0,51.0,114.0,102.0,241.0,229.0,216.0,203.0,229.0,241.0,229.0,343.0,356.0,356.0,343.0,343.0,330.0,318.0,318.0,305.0,305.0,279.0,254.0,229.0,,,
US1NHRC0098,2025,3,SNWD,229.0,216.0,203.0,203.0,178.0,89.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
US1NHRC0101,2025,2,SNWD,191.0,178.0,216.0,165.0,152.0,152.0,241.0,229.0,419.0,368.0,343.0,330.0,343.0,305.0,292.0,432.0,533.0,495.0,495.0,483.0,457.0,445.0,432.0,419.0,381.0,343.0,318.0,305.0,,,
US1NHRC0101,2025,3,SNWD,292.0,279.0,267.0,267.0,241.0,152.0,114.0,102.0,76.0,76.0,51.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
US1NHSL0003,2025,2,SNWD,89.0,76.0,76.0,140.0,140.0,102.0,229.0,178.0,356.0,356.0,343.0,330.0,305.0,356.0,305.0,330.0,356.0,356.0,343.0,330.0,330.0,330.0,330.0,318.0,356.0,279.0,356.0,432.0,,,
US1NHSL0003,2025,3,SNWD,381.0,330.0,330.0,318.0,310.0,203.0,127.0,127.0,127.0,127.0,114.0,102.0,89.0,51.0,13.0,0.0,0.0,,,,,,,0.0,,,,,,,
US1NHSL0008,2025,2,SNWD,,,216.0,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,
US1NHSL0008,2025,3,SNWD,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,,,,,
US1NHST0014,2025,2,SNWD,114.0,114.0,,,,,,,,,,,,,,,,,,,,,406.0,394.0,381.0,368.0,,,,,
US1NHST0014,2025,3,SNWD,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,
US1NHST0031,2025,2,SNWD,254.0,254.0,292.0,267.0,254.0,229.0,279.0,267.0,470.0,457.0,432.0,419.0,406.0,381.0,356.0,495.0,622.0,559.0,533.0,457.0,432.0,419.0,406.0,394.0,381.0,381.0,368.0,394.0,,,
US1NHST0031,2025,3,SNWD,381.0,356.0,356.0,356.0,343.0,318.0,241.0,241.0,229.0,216.0,203.0,165.0,140.0,127.0,89.0,76.0,25.0,0.0,0.0,,,,,,25.0,,,,,,
US1NHST0050,2025,2,SNWD,,,,,,,,,,,,,,25.0,,,191.0,,,,,,,,,,,,,,
US1NHST0055,2025,2,SNWD,165.0,178.0,203.0,191.0,191.0,191.0,254.0,241.0,457.0,457.0,419.0,406.0,419.0,406.0,406.0,483.0,533.0,533.0,508.0,495.0,483.0,470.0,457.0,432.0,419.0,381.0,330.0,356.0,,,
US1NHST0055,2025,3,SNWD,330.0,305.0,305.0,292.0,279.0,203.0,152.0,127.0,,89.0,76.0,38.0,25.0,13.0,,,,,,,,,,,,,,,,,
USC00270690,2025,2,SNWD,229.0,203.0,203.0,229.0,229.0,203.0,229.0,254.0,330.0,330.0,305.0,305.0,305.0,356.0,356.0,432.0,508.0,457.0,432.0,432.0,406.0,0.0,406.0,406.0,381.0,356.0,330.0,305.0,,,
USC00270690,2025,3,SNWD,330.0,330.0,330.0,330.0,305.0,254.0,203.0,203.0,203.0,203.0,178.0,127.0,127.0,127.0,76.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,,
USC00270913,2025,2,SNWD,152.0,152.0,,,,,,229.0,381.0,381.0,,,,,,,,,,,,,,,,,,,,,
USC00271190,2025,2,SNWD,838.0,838.0,,991.0,965.0,965.0,1041.0,1092.0,1219.0,1295.0,1270.0,,1270.0,1295.0,1016.0,1092.0,1219.0,1219.0,1092.0,1067.0,1067.0,,1067.0,1143.0,1092.0,1092.0,1092.0,,,,
USC00271190,2025,3,SNWD,,1143.0,1143.0,1143.0,1092.0,,1118.0,1118.0,1118.0,1143.0,1143.0,1092.0,,,965.0,813.0,686.0,610.0,610.0,559.0,559.0,610.0,610.0,838.0,711.0,,,,,,
USC00271647,2025,2,SNWD,305.0,279.0,254.0,279.0,279.0,254.0,330.0,330.0,381.0,381.0,,,330.0,381.0,381.0,457.0,483.0,457.0,432.0,432.0,432.0,406.0,406.0,406.0,381.0,330.0,305.0,,,,
USC00271647,2025,3,SNWD,,,381.0,381.0,406.0,305.0,,,,305.0,279.0,203.0,203.0,178.0,152.0,76.0,0.0,,,,,,25.0,0.0,,,,,,,
USC00271800,2025,2,SNWD,381.0,457.0,508.0,584.0,584.0,584.0,635.0,610.0,711.0,711.0,660.0,711.0,711.0,711.0,711.0,711.0,838.0,787.0,711.0,686.0,813.0,787.0,,838.0,838.0,635.0,686.0,737.0,,,
USC00271800,2025,3,SNWD,762.0,838.0,838.0,838.0,,660.0,635.0,660.0,660.0,660.0,660.0,635.0,610.0,610.0,584.0,432.0,305.0,305.0,305.0,279.0,229.0,229.0,254.0,254.0,305.0,,,,,,
USC00272302,2025,2,SNWD,102.0,102.0,127.0,127.0,0.0,102.0,152.0,152.0,229.0,254.0,254.0,229.0,279.0,229.0,229.0,356.0,406.0,381.0,381.0,381.0,,381.0,381.0,330.0,305.0,279.0,254.0,254.0,,,
USC00272302,2025,3,SNWD,229.0,229.0,229.0,229.0,203.0,178.0,127.0,102.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,
USC00272303,2025,2,SNWD,406.0,406.0,457.0,432.0,432.0,406.0,483.0,483.0,686.0,635.0,610.0,533.0,584.0,559.0,559.0,610.0,686.0,635.0,635.0,635.0,635.0,635.0,635.0,610.0,610.0,584.0,559.0,660.0,,,
USC00272303,2025,3,SNWD,660.0,610.0,610.0,610.0,610.0,584.0,508.0,508.0,508.0,508.0,483.0,457.0,457.0,432.0,406.0,381.0,305.0,279.0,254.0,203.0,152.0,127.0,102.0,102.0,229.0,,,,,,
USC00272800,2025,2,SNWD,76.0,,102.0,102.0,76.0,76.0,,102.0,254.0,254.0,229.0,178.0,229.0,203.0,203.0,330.0,432.0,406.0,406.0,406.0,406.0,406.0,381.0,381.0,254.0,203.0,152.0,152.0,,,
USC00272800,2025,3,SNWD,152.0,152.0,152.0,76.0,127.0,102.0,102.0,102.0,102.0,76.0,76.0,51.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,
USC00272999,2025,3,SNWD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
USC00273182,2025,2,SNWD,,,254.0,254.0,229.0,229.0,330.0,,,457.0,457.0,406.0,432.0,406.0,,,,483.0,483.0,483.0,457.0,,,457.0,406.0,381.0,330.0,381.0,,,
USC00273182,2025,3,SNWD,,,,,,,,,,254.0,229.0,178.0,178.0,178.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,,,,,,
USC00273535,2025,2,SNWD,,610.0,610.0,711.0,711.0,711.0,737.0,737.0,838.0,889.0,,889.0,,,635.0,,,,813.0,813.0,813.0,813.0,813.0,813.0,813.0,864.0,864.0,889.0,,,
USC00273535,2025,3,SNWD,914.0,,991.0,991.0,991.0,838.0,813.0,813.0,813.0,813.0,762.0,762.0,711.0,711.0,,610.0,356.0,356.0,,,,483.0,483.0,406.0,,,,,,,
USC00273626,2025,2,SNWD,,,,,,,,,,,,305.0,305.0,279.0,,,,,,,,,,,,,,,,,
USC00273626,2025,3,SNWD,,,,,178.0,102.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
USC00273658,2025,2,SNWD,102.0,102.0,127.0,102.0,102.0,102.0,127.0,102.0,330.0,305.0,,305.0,330.0,305.0,305.0,406.0,457.0,406.0,406.0,406.0,,356.0,356.0,356.0,356.0,330.0,330.0,305.0,,,
USC00273658,2025,3,SNWD,305.0,305.0,305.0,279.0,254.0,178.0,127.0,102.0,76.0,,51.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,
USC00273825,2025,2,SNWD,,,,,,,,,,330.0,330.0,305.0,330.0,305.0,,,457.0,483.0,483.0,457.0,406.0,,,356.0,,,,,,,
USC00273825,2025,3,SNWD,,,,,,,,,,,51.0,51.0,51.0,51.0,,,,,,,,,,,,,,,,,
USC00273850,2025,2,SNWD,,,178.0,152.0,152.0,203.0,,,,305.0,279.0,279.0,279.0,,,,356.0,356.0,330.0,,,330.0,305.0,279.0,254.0,178.0,254.0,,,,
USC00273850,2025,3,SNWD,,178.0,178.0,178.0,152.0,76.0,51.0,,51.0,25.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,
USC00273856,2025,3,SNWD,,,,,,,,1295.0,1295.0,,,,,,,1194.0,1041.0,,991.0,,,,,,,,,,,,
USC00273860,2025,2,SNWD,787.0,787.0,914.0,914.0,2286.0,889.0,889.0,991.0,965.0,1092.0,1092.0,,1143.0,1194.0,1219.0,1270.0,1448.0,1295.0,,,,,1219.0,1245.0,1219.0,1219.0,1270.0,,,,
USC00273860,2025,3,SNWD,,1372.0,1372.0,1372.0,1397.0,1346.0,1219.0,1245.0,1219.0,1219.0,1219.0,1168.0,,,,1041.0,940.0,889.0,838.0,838.0,,838.0,838.0,838.0,610.0,,,,,,
USC00274176,2025,2,SNWD,305.0,279.0,330.0,381.0,,,381.0,,584.0,508.0,,,432.0,,,483.0,559.0,,,,,,,,,,,,,,
USC00274176,2025,3,SNWD,,,,,,,,,,,,,,,,,127.0,,,,,,,,102.0,,,,,,
USC00274218,2025,2,SNWD,,,127.0,102.0,102.0,102.0,203.0,203.0,305.0,305.0,279.0,279.0,305.0,279.0,,,356.0,356.0,356.0,356.0,356.0,,,330.0,305.0,279.0,254.0,279.0,,,
USC00274218,2025,3,SNWD,254.0,229.0,229.0,229.0,,178.0,127.0,127.0,127.0,102.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
