ID,YEAR,Month,ELEMENT,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE11,VALUE12,VALUE13,VALUE14,VALUE15,VALUE16,VALUE17,VALUE18,VALUE19,VALUE20,VALUE21,VALUE22,VALUE23,VALUE24,VALUE25,VALUE26,VALUE27,VALUE28,VALUE29,VALUE30,VALUE31,Season
USC00272174,1898,1,TMAX,-44.0,-78.0,-39.0,-133.0,17.0,72.0,44.0,94.0,-6.0,44.0,22.0,28.0,100.0,-6.0,11.0,6.0,-61.0,-11.0,33.0,33.0,50.0,-28.0,22.0,-28.0,-22.0,-11.0,-44.0,-94.0,-94.0,-139.0,-78.0,Winter
USC00272174,1898,2,TMAX,-56.0,-117.0,-94.0,-44.0,33.0,50.0,44.0,33.0,22.0,122.0,39.0,56.0,94.0,56.0,50.0,11.0,-50.0,6.0,33.0,-33.0,6.0,17.0,17.0,61.0,89.0,44.0,44.0,17.0,,,,Winter
USC00272174,1898,3,TMAX,44.0,39.0,44.0,22.0,44.0,89.0,56.0,94.0,144.0,139.0,172.0,111.0,167.0,89.0,67.0,33.0,139.0,111.0,50.0,139.0,83.0,61.0,178.0,33.0,83.0,72.0,89.0,44.0,78.0,100.0,39.0,Spring
USC00272174,1898,4,TMAX,44.0,56.0,6.0,61.0,6.0,28.0,72.0,122.0,183.0,156.0,172.0,178.0,167.0,117.0,67.0,111.0,217.0,128.0,133.0,67.0,122.0,156.0,106.0,67.0,61.0,67.0,72.0,56.0,61.0,150.0,,Spring
USC00272174,1898,5,TMAX,183.0,189.0,122.0,111.0,178.0,222.0,244.0,122.0,128.0,167.0,200.0,228.0,228.0,206.0,189.0,100.0,183.0,217.0,283.0,261.0,217.0,206.0,217.0,133.0,106.0,133.0,128.0,156.0,189.0,261.0,239.0,Spring
USC00272174,1898,6,TMAX,217.0,144.0,133.0,183.0,189.0,211.0,244.0,272.0,267.0,239.0,211.0,294.0,194.0,222.0,211.0,222.0,256.0,250.0,200.0,233.0,217.0,211.0,239.0,289.0,322.0,311.0,272.0,200.0,283.0,267.0,,Summer
USC00272174,1898,7,TMAX,294.0,294.0,367.0,339.0,256.0,250.0,278.0,322.0,278.0,206.0,217.0,200.0,150.0,294.0,283.0,278.0,317.0,267.0,306.0,294.0,294.0,267.0,256.0,267.0,239.0,256.0,272.0,256.0,322.0,350.0,256.0,Summer
USC00272174,1898,8,TMAX,222.0,294.0,289.0,311.0,233.0,278.0,294.0,306.0,289.0,200.0,206.0,222.0,278.0,283.0,267.0,294.0,306.0,294.0,200.0,211.0,300.0,311.0,306.0,333.0,278.0,256.0,211.0,278.0,211.0,228.0,294.0,Summer
USC00272174,1898,9,TMAX,283.0,261.0,311.0,272.0,294.0,300.0,317.0,267.0,256.0,250.0,261.0,200.0,222.0,233.0,206.0,233.0,272.0,272.0,211.0,167.0,178.0,233.0,244.0,100.0,122.0,217.0,161.0,211.0,250.0,250.0,,Fall
USC00272174,1898,10,TMAX,217.0,267.0,200.0,289.0,283.0,167.0,156.0,178.0,144.0,172.0,128.0,206.0,211.0,144.0,122.0,100.0,94.0,106.0,89.0,106.0,183.0,167.0,200.0,150.0,183.0,167.0,183.0,111.0,89.0,72.0,100.0,Fall
USC00272174,1898,11,TMAX,100.0,111.0,161.0,161.0,144.0,150.0,150.0,61.0,156.0,150.0,28.0,72.0,67.0,100.0,89.0,83.0,89.0,78.0,78.0,72.0,78.0,133.0,83.0,94.0,61.0,0.0,-28.0,-17.0,11.0,44.0,,Fall
USC00272174,1898,12,TMAX,11.0,28.0,50.0,39.0,67.0,67.0,33.0,33.0,-6.0,-28.0,0.0,11.0,-78.0,-78.0,-67.0,-11.0,-33.0,11.0,44.0,-17.0,-11.0,22.0,56.0,72.0,39.0,17.0,-28.0,17.0,-50.0,83.0,61.0,Winter
USC00272174,1899,1,TMAX,-56.0,-83.0,-22.0,100.0,122.0,-11.0,-11.0,6.0,128.0,-83.0,-94.0,-17.0,-11.0,50.0,56.0,33.0,83.0,-44.0,11.0,72.0,61.0,50.0,50.0,22.0,-6.0,50.0,-44.0,-44.0,-44.0,-50.0,-78.0,Winter
USC00272174,1899,2,TMAX,-94.0,-39.0,-50.0,6.0,-50.0,-11.0,-67.0,-100.0,-122.0,-144.0,-150.0,-133.0,-89.0,-61.0,0.0,61.0,89.0,106.0,61.0,94.0,111.0,78.0,50.0,-11.0,-6.0,0.0,56.0,50.0,,,,Winter
USC00272174,1899,3,TMAX,61.0,-11.0,28.0,22.0,94.0,83.0,-6.0,0.0,-17.0,11.0,39.0,144.0,56.0,-11.0,0.0,50.0,-56.0,6.0,-6.0,-11.0,-22.0,-6.0,6.0,17.0,-6.0,28.0,61.0,61.0,56.0,17.0,72.0,Spring
USC00272174,1899,4,TMAX,39.0,22.0,56.0,67.0,61.0,106.0,111.0,89.0,83.0,83.0,83.0,72.0,106.0,111.0,150.0,78.0,111.0,183.0,106.0,89.0,117.0,189.0,217.0,150.0,233.0,167.0,133.0,222.0,289.0,300.0,,Spring
USC00272174,1899,5,TMAX,306.0,133.0,133.0,189.0,139.0,244.0,261.0,172.0,233.0,228.0,228.0,217.0,206.0,183.0,150.0,156.0,172.0,100.0,100.0,111.0,111.0,144.0,172.0,222.0,239.0,267.0,283.0,139.0,133.0,272.0,294.0,Spring
USC00272174,1899,6,TMAX,317.0,300.0,272.0,244.0,333.0,322.0,172.0,317.0,250.0,228.0,244.0,256.0,311.0,339.0,206.0,222.0,233.0,244.0,278.0,278.0,228.0,217.0,211.0,322.0,222.0,267.0,261.0,194.0,239.0,239.0,,Summer
USC00272174,1899,7,TMAX,317.0,256.0,344.0,356.0,339.0,333.0,289.0,206.0,267.0,294.0,306.0,289.0,261.0,278.0,294.0,228.0,294.0,261.0,228.0,222.0,333.0,233.0,200.0,217.0,194.0,261.0,333.0,272.0,289.0,250.0,228.0,Summer
USC00272174,1899,8,TMAX,283.0,283.0,239.0,267.0,306.0,267.0,233.0,211.0,228.0,183.0,156.0,211.0,306.0,250.0,250.0,278.0,300.0,317.0,339.0,300.0,261.0,172.0,206.0,183.0,250.0,256.0,217.0,244.0,217.0,250.0,311.0,Summer
USC00272174,1899,9,TMAX,244.0,156.0,250.0,217.0,222.0,206.0,233.0,267.0,189.0,211.0,167.0,156.0,222.0,122.0,172.0,161.0,250.0,267.0,267.0,178.0,211.0,211.0,144.0,144.0,194.0,156.0,150.0,200.0,206.0,144.0,,Fall
USC00272174,1899,10,TMAX,94.0,61.0,94.0,167.0,200.0,133.0,167.0,128.0,111.0,200.0,200.0,233.0,178.0,250.0,211.0,133.0,139.0,200.0,194.0,89.0,56.0,117.0,106.0,111.0,250.0,233.0,133.0,156.0,167.0,144.0,100.0,Fall
USC00272174,1899,11,TMAX,100.0,39.0,72.0,89.0,117.0,89.0,128.0,172.0,150.0,139.0,28.0,0.0,11.0,28.0,56.0,83.0,83.0,56.0,94.0,94.0,72.0,44.0,67.0,78.0,28.0,50.0,61.0,50.0,106.0,,,Fall
USC00272174,1899,12,TMAX,106.0,106.0,100.0,83.0,0.0,11.0,17.0,44.0,-11.0,22.0,139.0,172.0,122.0,33.0,72.0,-17.0,28.0,56.0,150.0,39.0,67.0,50.0,56.0,39.0,-28.0,-33.0,-22.0,-22.0,-39.0,-78.0,-117.0,Winter
USC00272174,1900,1,TMAX,-78.0,-61.0,-111.0,-50.0,50.0,28.0,44.0,39.0,28.0,33.0,-33.0,28.0,-17.0,22.0,72.0,56.0,0.0,-22.0,128.0,44.0,-22.0,56.0,106.0,-67.0,22.0,-6.0,-67.0,50.0,56.0,33.0,0.0,Winter
USC00272174,1900,2,TMAX,-94.0,-89.0,-44.0,28.0,33.0,-11.0,0.0,11.0,28.0,17.0,28.0,44.0,100.0,28.0,33.0,-39.0,-39.0,-72.0,-44.0,11.0,44.0,33.0,39.0,89.0,22.0,-89.0,-111.0,-44.0,,,,Winter
USC00272174,1900,3,TMAX,78.0,39.0,-44.0,67.0,-44.0,-67.0,17.0,33.0,78.0,67.0,-78.0,-44.0,-6.0,50.0,-33.0,94.0,-11.0,-33.0,122.0,100.0,22.0,61.0,100.0,-6.0,39.0,56.0,72.0,56.0,61.0,89.0,50.0,Spring
USC00272174,1900,4,TMAX,89.0,133.0,44.0,56.0,111.0,133.0,122.0,78.0,17.0,67.0,111.0,67.0,56.0,100.0,128.0,167.0,100.0,128.0,233.0,217.0,256.0,133.0,150.0,150.0,156.0,144.0,78.0,100.0,194.0,272.0,,Spring
USC00272174,1900,5,TMAX,133.0,150.0,139.0,117.0,106.0,100.0,122.0,200.0,200.0,61.0,133.0,161.0,256.0,200.0,339.0,222.0,117.0,89.0,94.0,139.0,183.0,194.0,211.0,167.0,161.0,200.0,244.0,128.0,222.0,294.0,300.0,Spring
USC00272174,1900,6,TMAX,317.0,300.0,183.0,178.0,94.0,217.0,278.0,267.0,272.0,206.0,317.0,256.0,228.0,244.0,239.0,267.0,250.0,161.0,228.0,244.0,306.0,294.0,244.0,283.0,278.0,283.0,344.0,339.0,278.0,211.0,,Summer
USC00272174,1900,7,TMAX,206.0,250.0,256.0,294.0,261.0,261.0,361.0,333.0,283.0,278.0,311.0,306.0,256.0,250.0,294.0,350.0,361.0,339.0,300.0,272.0,272.0,256.0,333.0,328.0,283.0,211.0,272.0,283.0,311.0,278.0,289.0,Summer
USC00272174,1900,8,TMAX,261.0,256.0,256.0,244.0,250.0,322.0,239.0,256.0,328.0,344.0,356.0,239.0,167.0,189.0,222.0,222.0,289.0,267.0,233.0,228.0,250.0,267.0,244.0,250.0,317.0,367.0,333.0,261.0,250.0,311.0,239.0,Summer
USC00272174,1900,9,TMAX,211.0,306.0,339.0,289.0,267.0,317.0,250.0,239.0,267.0,222.0,183.0,311.0,161.0,256.0,206.0,150.0,217.0,211.0,156.0,172.0,233.0,211.0,206.0,233.0,228.0,222.0,233.0,172.0,144.0,222.0,,Fall
USC00272174,1900,10,TMAX,200.0,194.0,161.0,228.0,289.0,128.0,150.0,244.0,150.0,89.0,128.0,233.0,194.0,128.0,200.0,239.0,94.0,150.0,78.0,117.0,200.0,239.0,250.0,239.0,167.0,122.0,133.0,111.0,161.0,117.0,72.0,Fall
USC00272174,1900,11,TMAX,167.0,211.0,111.0,128.0,106.0,106.0,117.0,139.0,117.0,56.0,83.0,94.0,94.0,72.0,22.0,-6.0,50.0,144.0,56.0,144.0,194.0,117.0,133.0,61.0,17.0,22.0,28.0,50.0,17.0,,,Fall
USC00272174,1900,12,TMAX,44.0,67.0,83.0,50.0,44.0,0.0,39.0,6.0,44.0,-89.0,-33.0,-39.0,39.0,-33.0,6.0,-61.0,6.0,33.0,78.0,61.0,-6.0,56.0,100.0,122.0,61.0,17.0,-11.0,-6.0,-6.0,61.0,50.0,Winter
USC00272174,1901,1,TMAX,28.0,-11.0,-72.0,-61.0,-67.0,6.0,-11.0,28.0,78.0,-11.0,-44.0,-33.0,-17.0,-28.0,17.0,50.0,44.0,-11.0,-139.0,-106.0,72.0,50.0,-22.0,22.0,39.0,17.0,-22.0,-22.0,-56.0,-39.0,-39.0,Winter
USC00272174,1901,2,TMAX,-11.0,-44.0,-22.0,-17.0,-39.0,-94.0,-72.0,-61.0,-39.0,-61.0,-28.0,-39.0,-111.0,-106.0,-22.0,28.0,17.0,11.0,22.0,-6.0,-61.0,-17.0,-17.0,-39.0,22.0,67.0,-50.0,-61.0,,,,Winter
USC00272174,1901,3,TMAX,33.0,56.0,11.0,94.0,67.0,-83.0,-17.0,72.0,56.0,6.0,22.0,39.0,56.0,6.0,28.0,56.0,44.0,89.0,0.0,11.0,100.0,72.0,78.0,6.0,83.0,22.0,122.0,-28.0,-11.0,28.0,56.0,Spring
USC00272174,1901,4,TMAX,106.0,67.0,33.0,44.0,61.0,106.0,83.0,50.0,56.0,100.0,100.0,156.0,139.0,133.0,117.0,117.0,94.0,39.0,106.0,44.0,83.0,111.0,83.0,72.0,100.0,128.0,111.0,183.0,233.0,117.0,,Spring
USC00272174,1901,5,TMAX,139.0,139.0,111.0,156.0,128.0,167.0,233.0,150.0,178.0,100.0,172.0,211.0,172.0,183.0,172.0,194.0,194.0,117.0,94.0,83.0,200.0,294.0,267.0,167.0,128.0,161.0,106.0,156.0,122.0,111.0,172.0,Spring
USC00272174,1901,6,TMAX,122.0,172.0,233.0,250.0,300.0,322.0,256.0,183.0,167.0,250.0,311.0,261.0,239.0,289.0,200.0,244.0,250.0,233.0,228.0,228.0,244.0,261.0,206.0,256.0,289.0,322.0,333.0,361.0,333.0,344.0,,Summer
USC00272174,1901,7,TMAX,344.0,311.0,322.0,306.0,228.0,222.0,261.0,283.0,189.0,250.0,267.0,256.0,283.0,322.0,344.0,361.0,278.0,306.0,267.0,289.0,322.0,322.0,289.0,317.0,206.0,244.0,228.0,194.0,183.0,256.0,239.0,Summer
USC00272174,1901,8,TMAX,267.0,244.0,256.0,228.0,256.0,211.0,217.0,217.0,261.0,300.0,278.0,228.0,244.0,222.0,200.0,283.0,283.0,261.0,217.0,228.0,206.0,244.0,244.0,311.0,250.0,250.0,272.0,267.0,300.0,283.0,239.0,Summer
USC00272174,1901,9,TMAX,183.0,,244.0,194.0,294.0,311.0,283.0,317.0,206.0,206.0,228.0,228.0,222.0,244.0,250.0,222.0,272.0,211.0,161.0,261.0,106.0,261.0,211.0,250.0,261.0,250.0,100.0,150.0,172.0,217.0,,Fall
USC00272174,1901,10,TMAX,244.0,178.0,206.0,150.0,156.0,150.0,156.0,150.0,206.0,217.0,228.0,211.0,156.0,172.0,150.0,167.0,194.0,200.0,83.0,172.0,106.0,122.0,183.0,228.0,94.0,72.0,172.0,156.0,122.0,133.0,178.0,Fall
USC00272174,1901,11,TMAX,217.0,189.0,128.0,111.0,100.0,133.0,106.0,111.0,111.0,106.0,-6.0,22.0,28.0,17.0,6.0,44.0,67.0,56.0,67.0,17.0,17.0,44.0,67.0,17.0,17.0,44.0,0.0,-56.0,-67.0,-61.0,,Fall
