DATE,ID,SNOW
2025-02-23,US1NHBK0002,0.0
2025-02-24,US1NHBK0002,0.0
2025-02-25,US1NHBK0002,0.0
2025-02-26,US1NHBK0002,0.0
2025-02-27,US1NHBK0002,3.0
2025-02-28,US1NHBK0002,69.0
2025-03-01,US1NHBK0002,36.0
2025-03-02,US1NHBK0002,0.0
2025-03-03,US1NHBK0002,0.0
2025-03-04,US1NHBK0002,0.0
2025-03-05,US1NHBK0002,0.0
2025-03-06,US1NHBK0002,0.0
2025-03-07,US1NHBK0002,0.0
2025-03-08,US1NHBK0002,0.0
2025-03-09,US1NHBK0002,0.0
2025-03-10,US1NHBK0002,0.0
2025-03-11,US1NHBK0002,0.0
2025-03-12,US1NHBK0002,0.0
2025-03-13,US1NHBK0002,0.0
2025-03-14,US1NHBK0002,0.0
2025-03-15,US1NHBK0002,0.0
2025-03-16,US1NHBK0002,0.0
2025-03-17,US1NHBK0002,0.0
2025-03-18,US1NHBK0002,0.0
2025-03-19,US1NHBK0002,0.0
2025-03-21,US1NHBK0002,0.0
2025-03-22,US1NHBK0002,0.0
2025-03-23,US1NHBK0002,0.0
2025-03-24,US1NHBK0002,0.0
2025-03-25,US1NHBK0002,86.0
2025-02-01,US1NHBK0009,79.0
2025-02-02,US1NHBK0009,0.0
2025-02-03,US1NHBK0009,43.0
2025-02-04,US1NHBK0009,3.0
2025-02-05,US1NHBK0009,0.0
2025-02-06,US1NHBK0009,0.0
2025-02-07,US1NHBK0009,91.0
2025-02-08,US1NHBK0009,0.0
2025-02-09,US1NHBK0009,203.0
2025-02-10,US1NHBK0009,0.0
2025-02-11,US1NHBK0009,0.0
2025-02-12,US1NHBK0009,0.0
2025-02-13,US1NHBK0009,25.0
2025-02-14,US1NHBK0009,10.0
2025-02-15,US1NHBK0009,0.0
2025-02-16,US1NHBK0009,102.0
2025-02-17,US1NHBK0009,46.0
2025-02-18,US1NHBK0009,0.0
2025-02-19,US1NHBK0009,0.0
2025-02-20,US1NHBK0009,0.0
2025-02-21,US1NHBK0009,0.0
2025-02-22,US1NHBK0009,0.0
2025-02-23,US1NHBK0009,0.0
2025-02-24,US1NHBK0009,0.0
2025-02-25,US1NHBK0009,0.0
2025-02-26,US1NHBK0009,0.0
2025-02-27,US1NHBK0009,0.0
2025-02-28,US1NHBK0009,89.0
2025-03-01,US1NHBK0009,30.0
2025-03-02,US1NHBK0009,0.0
2025-03-03,US1NHBK0009,0.0
2025-03-04,US1NHBK0009,0.0
2025-03-05,US1NHBK0009,0.0
2025-03-06,US1NHBK0009,0.0
2025-03-07,US1NHBK0009,0.0
2025-03-08,US1NHBK0009,10.0
2025-03-09,US1NHBK0009,0.0
2025-03-10,US1NHBK0009,0.0
2025-03-11,US1NHBK0009,0.0
2025-03-12,US1NHBK0009,0.0
2025-03-13,US1NHBK0009,0.0
2025-03-14,US1NHBK0009,0.0
2025-03-15,US1NHBK0009,0.0
2025-03-16,US1NHBK0009,0.0
2025-03-19,US1NHBK0009,0.0
2025-03-20,US1NHBK0009,0.0
2025-03-21,US1NHBK0009,0.0
2025-03-22,US1NHBK0009,0.0
2025-03-23,US1NHBK0009,0.0
2025-03-24,US1NHBK0009,0.0
2025-03-25,US1NHBK0009,145.0
2025-02-02,US1NHBK0010,0.0
2025-02-06,US1NHBK0010,0.0
2025-02-08,US1NHBK0010,0.0
2025-02-11,US1NHBK0010,0.0
2025-02-12,US1NHBK0010,0.0
2025-02-15,US1NHBK0010,0.0
2025-02-18,US1NHBK0010,0.0
2025-02-19,US1NHBK0010,0.0
2025-02-20,US1NHBK0010,0.0
2025-02-21,US1NHBK0010,0.0
2025-02-22,US1NHBK0010,0.0
2025-02-23,US1NHBK0010,0.0
2025-02-24,US1NHBK0010,0.0
2025-02-25,US1NHBK0010,0.0
2025-02-26,US1NHBK0010,0.0
2025-02-27,US1NHBK0010,0.0
2025-03-02,US1NHBK0010,0.0
2025-03-03,US1NHBK0010,0.0
2025-03-04,US1NHBK0010,0.0
2025-03-05,US1NHBK0010,0.0
2025-03-08,US1NHBK0010,0.0
2025-03-09,US1NHBK0010,0.0
2025-03-10,US1NHBK0010,0.0
2025-03-11,US1NHBK0010,0.0
2025-03-12,US1NHBK0010,0.0
2025-03-13,US1NHBK0010,0.0
2025-03-14,US1NHBK0010,0.0
2025-03-15,US1NHBK0010,0.0
2025-03-16,US1NHBK0010,0.0
2025-03-19,US1NHBK0010,0.0
2025-03-20,US1NHBK0010,0.0
2025-03-23,US1NHBK0010,0.0
2025-03-24,US1NHBK0010,0.0
2025-03-17,US1NHBK0018,0.0
2025-03-18,US1NHBK0018,0.0
2025-03-19,US1NHBK0018,0.0
2025-02-01,US1NHBK0026,79.0
2025-02-02,US1NHBK0026,0.0
2025-02-03,US1NHBK0026,53.0
2025-02-04,US1NHBK0026,41.0
2025-02-05,US1NHBK0026,0.0
2025-02-06,US1NHBK0026,0.0
2025-02-07,US1NHBK0026,94.0
2025-02-08,US1NHBK0026,0.0
2025-02-09,US1NHBK0026,188.0
2025-02-10,US1NHBK0026,0.0
2025-02-11,US1NHBK0026,0.0
2025-02-12,US1NHBK0026,0.0
2025-02-13,US1NHBK0026,33.0
2025-02-14,US1NHBK0026,5.0
2025-02-15,US1NHBK0026,0.0
2025-02-16,US1NHBK0026,64.0
2025-02-17,US1NHBK0026,104.0
2025-02-18,US1NHBK0026,0.0
2025-02-19,US1NHBK0026,0.0
2025-02-20,US1NHBK0026,0.0
2025-02-21,US1NHBK0026,0.0
2025-02-22,US1NHBK0026,0.0
2025-02-23,US1NHBK0026,0.0
2025-02-24,US1NHBK0026,0.0
2025-02-25,US1NHBK0026,0.0
2025-02-26,US1NHBK0026,0.0
2025-02-27,US1NHBK0026,0.0
2025-02-28,US1NHBK0026,107.0
2025-03-01,US1NHBK0026,25.0
2025-03-02,US1NHBK0026,0.0
2025-03-03,US1NHBK0026,0.0
2025-03-04,US1NHBK0026,0.0
2025-03-05,US1NHBK0026,0.0
2025-03-07,US1NHBK0026,0.0
2025-03-08,US1NHBK0026,0.0
2025-03-09,US1NHBK0026,0.0
2025-03-10,US1NHBK0026,0.0
2025-03-11,US1NHBK0026,0.0
2025-03-12,US1NHBK0026,0.0
2025-03-17,US1NHBK0026,0.0
2025-03-18,US1NHBK0026,0.0
2025-03-19,US1NHBK0026,0.0
2025-03-20,US1NHBK0026,0.0
2025-03-21,US1NHBK0026,0.0
2025-03-22,US1NHBK0026,0.0
2025-03-23,US1NHBK0026,0.0
2025-03-24,US1NHBK0026,0.0
2025-03-25,US1NHBK0026,165.0
2025-02-01,US1NHBK0034,76.0
2025-02-02,US1NHBK0034,0.0
2025-02-03,US1NHBK0034,46.0
2025-02-04,US1NHBK0034,0.0
2025-02-05,US1NHBK0034,0.0
2025-02-06,US1NHBK0034,0.0
2025-02-07,US1NHBK0034,102.0
2025-02-08,US1NHBK0034,0.0
2025-02-09,US1NHBK0034,191.0
2025-02-10,US1NHBK0034,0.0
2025-02-11,US1NHBK0034,0.0
2025-02-12,US1NHBK0034,0.0
2025-02-13,US1NHBK0034,13.0
2025-02-14,US1NHBK0034,18.0
2025-02-15,US1NHBK0034,0.0
2025-02-16,US1NHBK0034,58.0
2025-02-17,US1NHBK0034,97.0
2025-02-18,US1NHBK0034,0.0
2025-02-19,US1NHBK0034,0.0
2025-02-20,US1NHBK0034,0.0
2025-02-21,US1NHBK0034,0.0
2025-02-22,US1NHBK0034,0.0
2025-02-23,US1NHBK0034,0.0
2025-02-24,US1NHBK0034,0.0
2025-02-25,US1NHBK0034,0.0
2025-02-26,US1NHBK0034,0.0
2025-02-27,US1NHBK0034,0.0
2025-02-28,US1NHBK0034,64.0
2025-03-01,US1NHBK0034,25.0
2025-03-02,US1NHBK0034,0.0
2025-03-03,US1NHBK0034,0.0
2025-03-04,US1NHBK0034,0.0
2025-03-05,US1NHBK0034,0.0
2025-03-06,US1NHBK0034,0.0
2025-03-07,US1NHBK0034,0.0
2025-03-08,US1NHBK0034,0.0
2025-03-09,US1NHBK0034,0.0
2025-03-10,US1NHBK0034,0.0
2025-03-11,US1NHBK0034,0.0
2025-03-12,US1NHBK0034,0.0
2025-03-13,US1NHBK0034,0.0
2025-03-14,US1NHBK0034,0.0
2025-03-15,US1NHBK0034,0.0
2025-03-16,US1NHBK0034,0.0
2025-03-17,US1NHBK0034,0.0
2025-03-18,US1NHBK0034,0.0
2025-03-19,US1NHBK0034,0.0
2025-03-20,US1NHBK0034,0.0
2025-03-21,US1NHBK0034,0.0
2025-03-22,US1NHBK0034,0.0
2025-03-23,US1NHBK0034,0.0
2025-03-24,US1NHBK0034,0.0
2025-03-25,US1NHBK0034,89.0
2025-02-01,US1NHCH0002,117.0
2025-02-02,US1NHCH0002,0.0
2025-02-03,US1NHCH0002,51.0
2025-02-04,US1NHCH0002,0.0
2025-02-05,US1NHCH0002,0.0
2025-02-06,US1NHCH0002,0.0
2025-02-07,US1NHCH0002,86.0
2025-02-08,US1NHCH0002,0.0
2025-02-09,US1NHCH0002,150.0
2025-02-10,US1NHCH0002,0.0
2025-02-11,US1NHCH0002,0.0
2025-02-12,US1NHCH0002,0.0
2025-02-13,US1NHCH0002,43.0
2025-02-15,US1NHCH0002,0.0
2025-02-16,US1NHCH0002,102.0
2025-02-17,US1NHCH0002,94.0
2025-02-18,US1NHCH0002,0.0
2025-02-19,US1NHCH0002,0.0
2025-02-20,US1NHCH0002,0.0
2025-02-21,US1NHCH0002,0.0
2025-02-22,US1NHCH0002,0.0
2025-02-23,US1NHCH0002,0.0
2025-02-24,US1NHCH0002,0.0
2025-02-25,US1NHCH0002,0.0
2025-02-26,US1NHCH0002,0.0
2025-02-27,US1NHCH0002,23.0
2025-03-01,US1NHCH0002,10.0
2025-03-02,US1NHCH0002,0.0
2025-03-03,US1NHCH0002,0.0
2025-03-04,US1NHCH0002,0.0
2025-03-05,US1NHCH0002,0.0
2025-03-07,US1NHCH0002,0.0
2025-03-08,US1NHCH0002,0.0
2025-03-09,US1NHCH0002,0.0
2025-03-10,US1NHCH0002,0.0
2025-03-11,US1NHCH0002,0.0
2025-03-12,US1NHCH0002,0.0
2025-03-13,US1NHCH0002,0.0
2025-03-14,US1NHCH0002,0.0
2025-03-15,US1NHCH0002,0.0
2025-03-16,US1NHCH0002,0.0
2025-03-19,US1NHCH0002,0.0
2025-03-23,US1NHCH0002,0.0
2025-03-24,US1NHCH0002,0.0
2025-02-01,US1NHCH0020,51.0
2025-02-02,US1NHCH0020,0.0
2025-02-03,US1NHCH0020,33.0
2025-02-05,US1NHCH0020,0.0
2025-02-06,US1NHCH0020,0.0
2025-02-07,US1NHCH0020,66.0
2025-02-08,US1NHCH0020,0.0
2025-02-09,US1NHCH0020,137.0
2025-02-10,US1NHCH0020,0.0
2025-02-11,US1NHCH0020,0.0
2025-02-12,US1NHCH0020,0.0
2025-02-13,US1NHCH0020,58.0
2025-02-15,US1NHCH0020,0.0
2025-02-16,US1NHCH0020,89.0
2025-02-17,US1NHCH0020,102.0
2025-02-18,US1NHCH0020,0.0
2025-02-19,US1NHCH0020,0.0
2025-02-20,US1NHCH0020,0.0
2025-02-21,US1NHCH0020,0.0
2025-02-22,US1NHCH0020,0.0
2025-02-23,US1NHCH0020,0.0
2025-02-24,US1NHCH0020,0.0
2025-02-25,US1NHCH0020,0.0
2025-02-26,US1NHCH0020,0.0
2025-02-27,US1NHCH0020,0.0
2025-02-28,US1NHCH0020,25.0
2025-03-01,US1NHCH0020,0.0
2025-03-02,US1NHCH0020,0.0
2025-03-03,US1NHCH0020,0.0
2025-03-04,US1NHCH0020,0.0
2025-03-07,US1NHCH0020,0.0
2025-03-08,US1NHCH0020,0.0
2025-03-10,US1NHCH0020,0.0
2025-03-11,US1NHCH0020,0.0
2025-03-12,US1NHCH0020,0.0
2025-03-13,US1NHCH0020,0.0
2025-03-14,US1NHCH0020,0.0
2025-03-15,US1NHCH0020,0.0
2025-03-16,US1NHCH0020,0.0
2025-03-19,US1NHCH0020,0.0
2025-02-02,US1NHCH0021,0.0
2025-02-03,US1NHCH0021,38.0
2025-02-04,US1NHCH0021,0.0
2025-02-05,US1NHCH0021,0.0
2025-02-06,US1NHCH0021,0.0
2025-02-07,US1NHCH0021,91.0
2025-02-08,US1NHCH0021,0.0
2025-02-09,US1NHCH0021,152.0
2025-02-10,US1NHCH0021,0.0
2025-02-11,US1NHCH0021,0.0
2025-02-12,US1NHCH0021,0.0
2025-02-13,US1NHCH0021,10.0
2025-02-14,US1NHCH0021,0.0
2025-02-15,US1NHCH0021,0.0
2025-02-18,US1NHCH0021,0.0
2025-02-19,US1NHCH0021,0.0
2025-02-20,US1NHCH0021,0.0
2025-02-21,US1NHCH0021,0.0
2025-02-22,US1NHCH0021,0.0
2025-02-23,US1NHCH0021,0.0
2025-02-24,US1NHCH0021,0.0
2025-02-25,US1NHCH0021,0.0
2025-02-26,US1NHCH0021,0.0
2025-02-28,US1NHCH0021,0.0
2025-03-01,US1NHCH0021,0.0
2025-03-02,US1NHCH0021,0.0
2025-03-03,US1NHCH0021,0.0
2025-03-04,US1NHCH0021,0.0
2025-03-05,US1NHCH0021,0.0
2025-03-06,US1NHCH0021,0.0
2025-03-07,US1NHCH0021,0.0
2025-03-08,US1NHCH0021,0.0
2025-03-09,US1NHCH0021,0.0
2025-03-10,US1NHCH0021,0.0
2025-03-11,US1NHCH0021,0.0
2025-03-12,US1NHCH0021,0.0
2025-03-13,US1NHCH0021,0.0
2025-03-14,US1NHCH0021,0.0
2025-03-15,US1NHCH0021,0.0
2025-03-16,US1NHCH0021,0.0
2025-03-17,US1NHCH0021,0.0
2025-03-18,US1NHCH0021,0.0
2025-03-19,US1NHCH0021,0.0
2025-03-20,US1NHCH0021,0.0
2025-03-21,US1NHCH0021,0.0
2025-03-22,US1NHCH0021,0.0
2025-03-23,US1NHCH0021,0.0
2025-03-24,US1NHCH0021,0.0
2025-03-25,US1NHCH0021,0.0
2025-02-01,US1NHCH0024,38.0
2025-02-02,US1NHCH0024,0.0
2025-02-03,US1NHCH0024,46.0
2025-02-05,US1NHCH0024,0.0
2025-02-06,US1NHCH0024,0.0
2025-02-07,US1NHCH0024,64.0
2025-02-08,US1NHCH0024,0.0
2025-02-09,US1NHCH0024,173.0
2025-02-10,US1NHCH0024,0.0
2025-02-11,US1NHCH0024,0.0
2025-02-12,US1NHCH0024,0.0
2025-02-13,US1NHCH0024,13.0
2025-02-15,US1NHCH0024,0.0
2025-02-16,US1NHCH0024,84.0
2025-02-17,US1NHCH0024,71.0
2025-02-18,US1NHCH0024,0.0
2025-02-19,US1NHCH0024,0.0
2025-02-20,US1NHCH0024,0.0
2025-02-21,US1NHCH0024,0.0
2025-02-22,US1NHCH0024,0.0
2025-02-23,US1NHCH0024,0.0
2025-02-24,US1NHCH0024,0.0
2025-02-25,US1NHCH0024,0.0
2025-02-26,US1NHCH0024,0.0
2025-02-27,US1NHCH0024,25.0
2025-03-01,US1NHCH0024,8.0
2025-03-02,US1NHCH0024,0.0
2025-03-03,US1NHCH0024,0.0
2025-03-04,US1NHCH0024,0.0
2025-03-05,US1NHCH0024,0.0
2025-03-07,US1NHCH0024,0.0
2025-03-08,US1NHCH0024,0.0
2025-03-09,US1NHCH0024,0.0
2025-03-10,US1NHCH0024,0.0
2025-03-11,US1NHCH0024,0.0
2025-03-12,US1NHCH0024,0.0
2025-03-13,US1NHCH0024,0.0
2025-03-14,US1NHCH0024,0.0
2025-03-15,US1NHCH0024,0.0
2025-03-16,US1NHCH0024,0.0
2025-03-19,US1NHCH0024,0.0
2025-03-20,US1NHCH0024,0.0
2025-03-24,US1NHCH0024,0.0
2025-03-25,US1NHCH0024,0.0
2025-02-02,US1NHCH0026,0.0
2025-02-05,US1NHCH0026,0.0
2025-02-06,US1NHCH0026,0.0
2025-02-19,US1NHCH0026,0.0
2025-02-20,US1NHCH0026,0.0
2025-02-21,US1NHCH0026,0.0
2025-02-22,US1NHCH0026,0.0
2025-02-23,US1NHCH0026,0.0
2025-02-24,US1NHCH0026,0.0
2025-02-25,US1NHCH0026,0.0
2025-02-26,US1NHCH0026,0.0
2025-03-02,US1NHCH0026,0.0
2025-03-03,US1NHCH0026,0.0
2025-03-04,US1NHCH0026,0.0
2025-03-05,US1NHCH0026,0.0
2025-03-07,US1NHCH0026,0.0
2025-03-08,US1NHCH0026,0.0
2025-03-09,US1NHCH0026,0.0
2025-03-12,US1NHCH0026,0.0
2025-03-13,US1NHCH0026,0.0
2025-03-14,US1NHCH0026,0.0
2025-03-15,US1NHCH0026,0.0
2025-03-19,US1NHCH0026,0.0
2025-02-01,US1NHCH0027,46.0
2025-02-02,US1NHCH0027,0.0
2025-02-03,US1NHCH0027,41.0
2025-02-04,US1NHCH0027,0.0
2025-02-05,US1NHCH0027,0.0
2025-02-06,US1NHCH0027,0.0
2025-02-07,US1NHCH0027,56.0
2025-02-08,US1NHCH0027,0.0
2025-02-09,US1NHCH0027,147.0
2025-02-10,US1NHCH0027,5.0
2025-02-11,US1NHCH0027,3.0
2025-02-12,US1NHCH0027,0.0
2025-02-13,US1NHCH0027,10.0
2025-02-14,US1NHCH0027,0.0
2025-02-15,US1NHCH0027,0.0
2025-02-16,US1NHCH0027,81.0
2025-02-19,US1NHCH0027,0.0
2025-02-20,US1NHCH0027,0.0
2025-02-21,US1NHCH0027,0.0
2025-02-22,US1NHCH0027,0.0
2025-02-23,US1NHCH0027,0.0
2025-02-24,US1NHCH0027,0.0
2025-02-25,US1NHCH0027,0.0
2025-02-26,US1NHCH0027,0.0
2025-02-27,US1NHCH0027,30.0
2025-02-28,US1NHCH0027,33.0
2025-03-01,US1NHCH0027,5.0
2025-03-10,US1NHCH0027,0.0
2025-03-11,US1NHCH0027,0.0
2025-03-12,US1NHCH0027,0.0
2025-03-13,US1NHCH0027,0.0
2025-03-14,US1NHCH0027,0.0
2025-03-15,US1NHCH0027,0.0
2025-03-16,US1NHCH0027,0.0
2025-03-17,US1NHCH0027,0.0
2025-03-18,US1NHCH0027,0.0
2025-03-19,US1NHCH0027,0.0
2025-03-20,US1NHCH0027,0.0
2025-03-21,US1NHCH0027,0.0
2025-03-22,US1NHCH0027,0.0
2025-03-23,US1NHCH0027,0.0
2025-03-24,US1NHCH0027,0.0
2025-03-25,US1NHCH0027,8.0
2025-02-01,US1NHCH0031,46.0
2025-02-02,US1NHCH0031,0.0
2025-02-03,US1NHCH0031,53.0
2025-02-04,US1NHCH0031,0.0
2025-02-05,US1NHCH0031,0.0
2025-02-06,US1NHCH0031,0.0
2025-02-07,US1NHCH0031,56.0
2025-02-08,US1NHCH0031,0.0
2025-02-09,US1NHCH0031,137.0
2025-02-10,US1NHCH0031,0.0
2025-02-11,US1NHCH0031,0.0
2025-02-12,US1NHCH0031,0.0
2025-02-13,US1NHCH0031,30.0
2025-02-14,US1NHCH0031,0.0
2025-02-15,US1NHCH0031,0.0
2025-02-16,US1NHCH0031,102.0
2025-02-17,US1NHCH0031,89.0
2025-02-18,US1NHCH0031,0.0
2025-02-19,US1NHCH0031,0.0
2025-02-20,US1NHCH0031,0.0
2025-02-21,US1NHCH0031,0.0
2025-02-22,US1NHCH0031,0.0
2025-02-23,US1NHCH0031,0.0
2025-02-24,US1NHCH0031,0.0
2025-02-25,US1NHCH0031,0.0
2025-02-26,US1NHCH0031,0.0
2025-02-27,US1NHCH0031,28.0
2025-03-01,US1NHCH0031,0.0
2025-03-02,US1NHCH0031,0.0
2025-03-03,US1NHCH0031,0.0
2025-03-04,US1NHCH0031,0.0
2025-03-05,US1NHCH0031,0.0
2025-03-06,US1NHCH0031,0.0
2025-03-07,US1NHCH0031,0.0
2025-03-08,US1NHCH0031,0.0
2025-03-11,US1NHCH0031,0.0
2025-03-12,US1NHCH0031,0.0
2025-03-13,US1NHCH0031,0.0
2025-03-14,US1NHCH0031,0.0
2025-03-15,US1NHCH0031,0.0
2025-03-16,US1NHCH0031,0.0
2025-03-19,US1NHCH0031,0.0
2025-03-20,US1NHCH0031,0.0
2025-03-24,US1NHCH0031,0.0
2025-03-25,US1NHCH0031,0.0
2025-02-11,US1NHCH0032,0.0
2025-02-21,US1NHCH0032,0.0
2025-02-22,US1NHCH0032,0.0
2025-02-23,US1NHCH0032,0.0
2025-02-24,US1NHCH0032,0.0
2025-02-25,US1NHCH0032,0.0
2025-02-26,US1NHCH0032,0.0
2025-03-02,US1NHCH0032,0.0
2025-03-03,US1NHCH0032,0.0
2025-03-04,US1NHCH0032,0.0
2025-03-07,US1NHCH0032,0.0
2025-03-08,US1NHCH0032,0.0
2025-03-09,US1NHCH0032,0.0
2025-03-10,US1NHCH0032,0.0
2025-03-11,US1NHCH0032,0.0
2025-03-12,US1NHCH0032,0.0
2025-03-13,US1NHCH0032,0.0
2025-03-14,US1NHCH0032,0.0
2025-03-15,US1NHCH0032,0.0
2025-03-19,US1NHCH0032,0.0
2025-02-01,US1NHCR0011,102.0
2025-02-02,US1NHCR0011,5.0
2025-02-03,US1NHCR0011,94.0
2025-02-04,US1NHCR0011,5.0
2025-02-05,US1NHCR0011,0.0
2025-02-06,US1NHCR0011,0.0
2025-02-07,US1NHCR0011,104.0
2025-02-08,US1NHCR0011,0.0
2025-02-09,US1NHCR0011,173.0
2025-02-10,US1NHCR0011,8.0
2025-02-11,US1NHCR0011,0.0
2025-02-12,US1NHCR0011,0.0
2025-02-13,US1NHCR0011,28.0
2025-02-14,US1NHCR0011,38.0
2025-02-15,US1NHCR0011,0.0
2025-02-16,US1NHCR0011,64.0
2025-02-17,US1NHCR0011,152.0
2025-02-18,US1NHCR0011,0.0
2025-02-19,US1NHCR0011,0.0
2025-02-20,US1NHCR0011,0.0
2025-02-21,US1NHCR0011,0.0
2025-02-22,US1NHCR0011,0.0
2025-02-23,US1NHCR0011,0.0
2025-02-24,US1NHCR0011,0.0
2025-02-25,US1NHCR0011,0.0
2025-02-26,US1NHCR0011,0.0
2025-02-27,US1NHCR0011,0.0
2025-02-28,US1NHCR0011,124.0
2025-03-01,US1NHCR0011,46.0
2025-03-02,US1NHCR0011,0.0
2025-03-03,US1NHCR0011,0.0
2025-03-04,US1NHCR0011,0.0
2025-03-05,US1NHCR0011,0.0
2025-03-06,US1NHCR0011,0.0
2025-03-07,US1NHCR0011,0.0
2025-03-08,US1NHCR0011,0.0
2025-03-09,US1NHCR0011,0.0
2025-03-10,US1NHCR0011,15.0
2025-03-11,US1NHCR0011,0.0
2025-03-12,US1NHCR0011,0.0
2025-03-13,US1NHCR0011,0.0
2025-03-14,US1NHCR0011,0.0
2025-03-15,US1NHCR0011,0.0
2025-03-16,US1NHCR0011,0.0
2025-03-17,US1NHCR0011,0.0
2025-03-18,US1NHCR0011,0.0
2025-03-19,US1NHCR0011,0.0
2025-03-20,US1NHCR0011,0.0
2025-03-21,US1NHCR0011,0.0
2025-03-22,US1NHCR0011,0.0
2025-03-23,US1NHCR0011,0.0
2025-03-24,US1NHCR0011,0.0
2025-03-25,US1NHCR0011,114.0
2025-02-01,US1NHCR0015,76.0
2025-02-03,US1NHCR0015,127.0
2025-02-04,US1NHCR0015,13.0
2025-02-05,US1NHCR0015,25.0
2025-02-06,US1NHCR0015,0.0
2025-02-07,US1NHCR0015,104.0
2025-02-08,US1NHCR0015,51.0
2025-02-09,US1NHCR0015,122.0
2025-02-10,US1NHCR0015,0.0
2025-02-11,US1NHCR0015,0.0
2025-02-12,US1NHCR0015,0.0
2025-02-13,US1NHCR0015,64.0
2025-02-14,US1NHCR0015,61.0
2025-02-15,US1NHCR0015,0.0
2025-02-17,US1NHCR0015,178.0
2025-02-18,US1NHCR0015,0.0
2025-02-19,US1NHCR0015,0.0
2025-02-20,US1NHCR0015,0.0
2025-02-21,US1NHCR0015,0.0
2025-02-22,US1NHCR0015,0.0
2025-02-23,US1NHCR0015,0.0
2025-02-24,US1NHCR0015,0.0
2025-02-25,US1NHCR0015,0.0
2025-02-26,US1NHCR0015,0.0
2025-02-27,US1NHCR0015,0.0
2025-02-28,US1NHCR0015,102.0
2025-03-01,US1NHCR0015,76.0
2025-03-02,US1NHCR0015,0.0
2025-03-03,US1NHCR0015,0.0
2025-03-04,US1NHCR0015,0.0
2025-03-05,US1NHCR0015,0.0
2025-03-06,US1NHCR0015,0.0
2025-03-07,US1NHCR0015,0.0
2025-03-08,US1NHCR0015,0.0
2025-03-09,US1NHCR0015,0.0
2025-03-10,US1NHCR0015,0.0
2025-03-11,US1NHCR0015,0.0
2025-03-12,US1NHCR0015,0.0
2025-03-13,US1NHCR0015,0.0
2025-03-14,US1NHCR0015,0.0
2025-03-15,US1NHCR0015,0.0
2025-03-16,US1NHCR0015,0.0
2025-03-17,US1NHCR0015,0.0
2025-03-18,US1NHCR0015,0.0
2025-03-19,US1NHCR0015,0.0
2025-03-20,US1NHCR0015,0.0
2025-03-21,US1NHCR0015,0.0
2025-03-22,US1NHCR0015,0.0
2025-03-23,US1NHCR0015,0.0
2025-03-24,US1NHCR0015,0.0
2025-03-25,US1NHCR0015,89.0
2025-02-01,US1NHCR0034,94.0
