DATE,ID,TMAX,TMIN,PRCP,SNOW,1.0,SNWD
1895-11-03,USC00272174,61.0,-44.0,0.0,0.0,,
1895-11-04,USC00272174,122.0,-56.0,0.0,0.0,,
1895-11-05,USC00272174,144.0,-28.0,0.0,0.0,,
1895-11-06,USC00272174,156.0,33.0,0.0,0.0,,
1895-11-07,USC00272174,189.0,17.0,0.0,0.0,,
1895-11-08,USC00272174,217.0,100.0,0.0,0.0,,
1895-11-09,USC00272174,172.0,61.0,33.0,0.0,,
1895-11-10,USC00272174,89.0,6.0,183.0,0.0,,
1895-11-11,USC00272174,11.0,-22.0,0.0,0.0,,
1895-11-12,USC00272174,56.0,-89.0,0.0,0.0,,
1895-11-13,USC00272174,61.0,-56.0,0.0,0.0,,
1895-11-14,USC00272174,67.0,-33.0,15.0,0.0,,
1895-11-15,USC00272174,72.0,56.0,264.0,0.0,,
1895-11-16,USC00272174,89.0,-11.0,0.0,0.0,,
1895-11-17,USC00272174,50.0,-17.0,23.0,0.0,,
1895-11-18,USC00272174,100.0,22.0,0.0,0.0,,
1895-11-19,USC00272174,133.0,33.0,0.0,0.0,,
1895-11-20,USC00272174,122.0,6.0,102.0,25.0,,
1895-11-21,USC00272174,-39.0,-78.0,0.0,0.0,,
1895-11-22,USC00272174,-28.0,-133.0,0.0,0.0,,
1895-11-23,USC00272174,39.0,-39.0,8.0,0.0,WT18_Snow,
1895-11-24,USC00272174,72.0,0.0,53.0,0.0,,
1895-11-25,USC00272174,33.0,-56.0,13.0,0.0,,
1895-11-26,USC00272174,189.0,17.0,221.0,0.0,,
1895-11-27,USC00272174,67.0,-11.0,79.0,0.0,,
1895-11-28,USC00272174,72.0,-67.0,0.0,0.0,,
1895-11-29,USC00272174,78.0,-67.0,0.0,0.0,,
1895-11-30,USC00272174,50.0,-39.0,0.0,0.0,,
1896-09-01,USC00272174,172.0,78.0,0.0,,,
1896-09-02,USC00272174,206.0,6.0,0.0,,,
1896-09-03,USC00272174,239.0,139.0,130.0,,,
1896-09-04,USC00272174,183.0,67.0,0.0,,,
1896-09-05,USC00272174,172.0,6.0,0.0,,,
1896-09-06,USC00272174,178.0,94.0,665.0,,,
1896-09-07,USC00272174,222.0,111.0,0.0,,,
1896-09-08,USC00272174,217.0,44.0,0.0,,,
1896-09-09,USC00272174,194.0,67.0,0.0,,,
1896-09-10,USC00272174,228.0,150.0,33.0,,,
1896-09-11,USC00272174,306.0,144.0,0.0,,,
1896-09-12,USC00272174,294.0,167.0,0.0,,,
1896-09-13,USC00272174,222.0,128.0,81.0,,,
1896-09-14,USC00272174,189.0,122.0,0.0,,,
1896-09-15,USC00272174,228.0,122.0,0.0,,,
1896-09-16,USC00272174,206.0,94.0,0.0,,,
1896-09-17,USC00272174,167.0,94.0,71.0,,,
1896-09-18,USC00272174,211.0,89.0,0.0,,,
1896-09-19,USC00272174,217.0,111.0,201.0,,,
1896-09-20,USC00272174,161.0,72.0,0.0,,,
1896-09-21,USC00272174,167.0,0.0,0.0,,,
1896-09-22,USC00272174,128.0,89.0,86.0,,,
1896-09-23,USC00272174,106.0,17.0,0.0,,,
1896-09-24,USC00272174,156.0,-17.0,0.0,,,
1896-09-25,USC00272174,206.0,44.0,0.0,,,
1896-09-26,USC00272174,233.0,122.0,0.0,,,
1896-09-27,USC00272174,239.0,133.0,0.0,,,
1896-09-28,USC00272174,156.0,89.0,0.0,,,
1896-09-29,USC00272174,167.0,33.0,0.0,,,
1896-09-30,USC00272174,244.0,128.0,132.0,,,
1896-10-01,USC00272174,178.0,122.0,5.0,0.0,,
1896-10-02,USC00272174,133.0,89.0,0.0,0.0,,
1896-10-03,USC00272174,150.0,83.0,8.0,0.0,,
1896-10-04,USC00272174,128.0,39.0,0.0,0.0,,
1896-10-05,USC00272174,94.0,72.0,234.0,0.0,,
1896-10-06,USC00272174,128.0,72.0,0.0,0.0,,
1896-10-07,USC00272174,128.0,61.0,81.0,0.0,,
1896-10-08,USC00272174,94.0,0.0,0.0,0.0,,
1896-10-09,USC00272174,94.0,-17.0,0.0,0.0,,
1896-10-10,USC00272174,128.0,-50.0,0.0,0.0,,
1896-10-11,USC00272174,100.0,-28.0,0.0,0.0,,
1896-10-12,USC00272174,122.0,67.0,0.0,0.0,,
1896-10-13,USC00272174,106.0,61.0,152.0,0.0,,
1896-10-14,USC00272174,117.0,72.0,61.0,0.0,,
1896-10-15,USC00272174,133.0,72.0,0.0,0.0,,
1896-10-16,USC00272174,150.0,-11.0,0.0,0.0,,
1896-10-17,USC00272174,94.0,-11.0,0.0,0.0,,
1896-10-18,USC00272174,89.0,33.0,61.0,0.0,,
1896-10-19,USC00272174,78.0,-22.0,0.0,0.0,,
1896-10-20,USC00272174,111.0,-50.0,5.0,25.0,,
1896-10-21,USC00272174,150.0,72.0,104.0,0.0,,
1896-10-22,USC00272174,94.0,-22.0,0.0,0.0,,
1896-10-23,USC00272174,56.0,-61.0,0.0,0.0,,
1896-10-24,USC00272174,122.0,28.0,71.0,0.0,,
1896-10-25,USC00272174,78.0,-11.0,0.0,0.0,,
1896-10-26,USC00272174,122.0,-67.0,0.0,0.0,,
1896-10-27,USC00272174,178.0,-39.0,0.0,0.0,,
1896-10-28,USC00272174,133.0,-33.0,0.0,0.0,,
1896-10-29,USC00272174,128.0,39.0,33.0,0.0,,
1896-10-30,USC00272174,178.0,83.0,3.0,0.0,,
1896-10-31,USC00272174,217.0,83.0,5.0,0.0,,
1896-11-01,USC00272174,128.0,22.0,0.0,0.0,,
1896-11-02,USC00272174,150.0,-28.0,0.0,0.0,,
1896-11-03,USC00272174,133.0,-28.0,0.0,0.0,,
1896-11-04,USC00272174,100.0,-11.0,0.0,0.0,,
1896-11-05,USC00272174,172.0,67.0,229.0,0.0,,
1896-11-06,USC00272174,167.0,72.0,74.0,0.0,,
1896-11-07,USC00272174,144.0,6.0,0.0,0.0,,
1896-11-08,USC00272174,106.0,17.0,10.0,0.0,,
1896-11-09,USC00272174,72.0,-22.0,0.0,0.0,,
1896-11-10,USC00272174,83.0,-61.0,0.0,0.0,,
1896-11-11,USC00272174,128.0,-22.0,38.0,0.0,,
1896-11-12,USC00272174,83.0,11.0,0.0,0.0,,
1896-11-13,USC00272174,50.0,-56.0,0.0,0.0,,
1896-11-14,USC00272174,11.0,-44.0,0.0,0.0,,
1896-11-15,USC00272174,111.0,-78.0,0.0,0.0,,
1896-11-16,USC00272174,150.0,-11.0,0.0,0.0,,
1896-11-17,USC00272174,194.0,33.0,0.0,0.0,,
1896-11-18,USC00272174,133.0,61.0,3.0,0.0,,
1896-11-19,USC00272174,128.0,-11.0,0.0,0.0,,
1896-11-20,USC00272174,-28.0,-72.0,0.0,0.0,,
1896-11-21,USC00272174,-11.0,-94.0,107.0,51.0,,
1896-11-22,USC00272174,17.0,-72.0,0.0,0.0,,
1896-11-23,USC00272174,17.0,-139.0,0.0,0.0,,
1896-11-24,USC00272174,111.0,-6.0,20.0,0.0,,
1896-11-25,USC00272174,56.0,-17.0,8.0,0.0,,
1896-11-26,USC00272174,78.0,17.0,61.0,0.0,,
1896-11-27,USC00272174,200.0,67.0,0.0,0.0,,
1896-11-28,USC00272174,167.0,67.0,8.0,0.0,,
1896-11-29,USC00272174,67.0,0.0,46.0,0.0,,
1896-11-30,USC00272174,0.0,-44.0,0.0,0.0,,
1897-09-01,USC00272174,250.0,94.0,0.0,,,
1897-09-02,USC00272174,228.0,144.0,147.0,,,
1897-09-03,USC00272174,206.0,67.0,0.0,,,
1897-09-04,USC00272174,206.0,39.0,0.0,,,
1897-09-05,USC00272174,272.0,61.0,0.0,,,
1897-09-06,USC00272174,294.0,78.0,0.0,,,
1897-09-07,USC00272174,239.0,117.0,0.0,,,
1897-09-08,USC00272174,239.0,144.0,8.0,,,
1897-09-09,USC00272174,306.0,172.0,0.0,,,
1897-09-10,USC00272174,333.0,144.0,0.0,,,
1897-09-11,USC00272174,272.0,139.0,8.0,,,
1897-09-12,USC00272174,206.0,39.0,0.0,,,
1897-09-13,USC00272174,206.0,117.0,94.0,,,
1897-09-14,USC00272174,194.0,94.0,0.0,,,
1897-09-15,USC00272174,206.0,28.0,0.0,,,
1897-09-16,USC00272174,217.0,50.0,0.0,,,
1897-09-17,USC00272174,228.0,117.0,0.0,,,
1897-09-18,USC00272174,144.0,11.0,0.0,,,
1897-09-19,USC00272174,228.0,22.0,0.0,,,
1897-09-20,USC00272174,139.0,89.0,61.0,,,
1897-09-21,USC00272174,144.0,44.0,0.0,,,
1897-09-22,USC00272174,144.0,-11.0,0.0,,,
1897-09-23,USC00272174,178.0,78.0,0.0,,,
1897-09-24,USC00272174,150.0,128.0,109.0,,,
1897-09-25,USC00272174,233.0,72.0,0.0,,,
1897-09-26,USC00272174,233.0,61.0,23.0,,,
1897-09-27,USC00272174,128.0,78.0,0.0,,,
1897-09-28,USC00272174,156.0,22.0,0.0,,,
1897-09-29,USC00272174,172.0,-17.0,0.0,,,
1897-09-30,USC00272174,239.0,0.0,0.0,,,
1897-10-01,USC00272174,272.0,56.0,0.0,0.0,,
1897-10-02,USC00272174,150.0,22.0,0.0,0.0,,
1897-10-03,USC00272174,178.0,-44.0,0.0,0.0,,
1897-10-04,USC00272174,222.0,-44.0,0.0,0.0,,
1897-10-05,USC00272174,244.0,-33.0,0.0,0.0,,
1897-10-06,USC00272174,189.0,6.0,0.0,0.0,,
1897-10-07,USC00272174,167.0,11.0,3.0,0.0,,
1897-10-08,USC00272174,150.0,-6.0,0.0,0.0,,
1897-10-09,USC00272174,172.0,44.0,0.0,0.0,,
1897-10-10,USC00272174,117.0,-67.0,0.0,0.0,,
1897-10-11,USC00272174,172.0,-11.0,0.0,0.0,,
1897-10-12,USC00272174,211.0,156.0,434.0,0.0,,
1897-10-13,USC00272174,178.0,61.0,36.0,0.0,,
1897-10-14,USC00272174,206.0,0.0,0.0,0.0,,
1897-10-15,USC00272174,289.0,72.0,0.0,0.0,,
1897-10-16,USC00272174,294.0,106.0,0.0,0.0,,
1897-10-17,USC00272174,89.0,28.0,0.0,0.0,,
1897-10-18,USC00272174,144.0,-44.0,0.0,0.0,,
1897-10-19,USC00272174,167.0,-11.0,0.0,0.0,,
1897-10-20,USC00272174,128.0,-6.0,0.0,0.0,,
1897-10-21,USC00272174,100.0,61.0,0.0,0.0,,
1897-10-22,USC00272174,117.0,-11.0,0.0,0.0,,
1897-10-23,USC00272174,144.0,-39.0,0.0,0.0,,
1897-10-24,USC00272174,117.0,-44.0,0.0,0.0,,
1897-10-25,USC00272174,178.0,28.0,0.0,0.0,,
1897-10-26,USC00272174,167.0,-6.0,0.0,0.0,,
1897-10-27,USC00272174,189.0,-22.0,0.0,0.0,,
1897-10-28,USC00272174,172.0,6.0,0.0,0.0,,
1897-10-29,USC00272174,139.0,28.0,0.0,0.0,,
1897-10-30,USC00272174,72.0,-56.0,0.0,0.0,,
1897-10-31,USC00272174,100.0,-72.0,0.0,0.0,,
1897-11-01,USC00272174,117.0,22.0,152.0,0.0,,
1897-11-02,USC00272174,122.0,67.0,475.0,0.0,,
1897-11-03,USC00272174,100.0,56.0,13.0,0.0,,
1897-11-04,USC00272174,156.0,-22.0,0.0,0.0,,
1897-11-05,USC00272174,144.0,-28.0,5.0,0.0,,
1897-11-06,USC00272174,156.0,44.0,0.0,0.0,,
1897-11-07,USC00272174,83.0,22.0,0.0,0.0,,
1897-11-08,USC00272174,33.0,-61.0,0.0,0.0,,
1897-11-09,USC00272174,44.0,22.0,279.0,0.0,,
1897-11-10,USC00272174,83.0,-11.0,0.0,0.0,,
1897-11-11,USC00272174,72.0,-67.0,13.0,0.0,,
1897-11-12,USC00272174,50.0,0.0,254.0,51.0,,
1897-11-13,USC00272174,56.0,11.0,0.0,0.0,,
1897-11-14,USC00272174,33.0,-28.0,0.0,0.0,,
1897-11-15,USC00272174,28.0,-67.0,0.0,0.0,,
1897-11-16,USC00272174,133.0,17.0,23.0,0.0,,
1897-11-17,USC00272174,22.0,-22.0,28.0,0.0,,
1897-11-18,USC00272174,11.0,-94.0,0.0,0.0,,
1897-11-19,USC00272174,-39.0,-83.0,13.0,13.0,,
1897-11-20,USC00272174,-22.0,-56.0,25.0,25.0,,
1897-11-21,USC00272174,39.0,-17.0,0.0,0.0,,
1897-11-22,USC00272174,72.0,-22.0,0.0,0.0,,
1897-11-23,USC00272174,-22.0,-94.0,51.0,64.0,,
1897-11-24,USC00272174,-11.0,-178.0,0.0,0.0,,
1897-11-25,USC00272174,33.0,-117.0,0.0,0.0,,
1897-11-26,USC00272174,150.0,17.0,46.0,0.0,,
1897-11-27,USC00272174,150.0,-22.0,107.0,0.0,,
1897-11-28,USC00272174,11.0,-100.0,0.0,0.0,,
1897-11-29,USC00272174,22.0,-83.0,51.0,51.0,,
1897-11-30,USC00272174,-39.0,-89.0,0.0,0.0,,
1898-09-01,USC00272174,322.0,167.0,5.0,,,
1898-09-02,USC00272174,311.0,161.0,160.0,,,
1898-09-03,USC00272174,322.0,244.0,0.0,,,
1898-09-04,USC00272174,328.0,206.0,30.0,,,
1898-09-05,USC00272174,283.0,172.0,0.0,,,
1898-09-06,USC00272174,294.0,172.0,0.0,,,
1898-09-07,USC00272174,294.0,172.0,272.0,,,
1898-09-08,USC00272174,222.0,117.0,0.0,,,
1898-09-09,USC00272174,261.0,83.0,0.0,,,
1898-09-10,USC00272174,228.0,78.0,0.0,,,
1898-09-11,USC00272174,194.0,17.0,0.0,,,
1898-09-12,USC00272174,189.0,39.0,0.0,,,
1898-09-13,USC00272174,222.0,6.0,0.0,,,
1898-09-14,USC00272174,222.0,22.0,0.0,,,
1898-09-15,USC00272174,228.0,94.0,0.0,,,
1898-09-16,USC00272174,233.0,150.0,20.0,,,
1898-09-17,USC00272174,267.0,144.0,0.0,,,
1898-09-18,USC00272174,267.0,78.0,23.0,,,
1898-09-19,USC00272174,206.0,83.0,0.0,,,
1898-09-20,USC00272174,178.0,44.0,0.0,,,
1898-09-21,USC00272174,183.0,-17.0,0.0,,,
1898-09-22,USC00272174,217.0,17.0,0.0,,,
1898-09-23,USC00272174,256.0,139.0,152.0,,,
1898-09-24,USC00272174,211.0,83.0,124.0,,,
1898-09-25,USC00272174,117.0,78.0,0.0,,,
1898-09-26,USC00272174,217.0,100.0,0.0,,,
1898-09-27,USC00272174,183.0,89.0,43.0,,,
1898-09-28,USC00272174,222.0,6.0,0.0,,,
1898-09-29,USC00272174,244.0,39.0,0.0,,,
1898-09-30,USC00272174,272.0,56.0,0.0,,,
1898-10-01,USC00272174,300.0,94.0,0.0,,,
1898-10-02,USC00272174,261.0,128.0,0.0,,,
1898-10-03,USC00272174,272.0,106.0,0.0,,,
1898-10-04,USC00272174,289.0,183.0,0.0,,,
1898-10-05,USC00272174,228.0,106.0,686.0,,,
1898-10-06,USC00272174,150.0,33.0,0.0,,,
1898-10-07,USC00272174,183.0,-11.0,0.0,,,
1898-10-08,USC00272174,156.0,106.0,201.0,,,
1898-10-09,USC00272174,178.0,6.0,0.0,,,
1898-10-10,USC00272174,133.0,-22.0,0.0,,,
1898-10-11,USC00272174,211.0,56.0,0.0,,,
1898-10-12,USC00272174,194.0,111.0,0.0,,,
1898-10-13,USC00272174,139.0,11.0,0.0,,,
1898-10-14,USC00272174,100.0,11.0,0.0,,,
1898-10-15,USC00272174,89.0,50.0,208.0,,,
1898-10-16,USC00272174,94.0,22.0,5.0,,,
1898-10-17,USC00272174,106.0,-17.0,0.0,,,
1898-10-18,USC00272174,111.0,-56.0,0.0,,,
1898-10-19,USC00272174,94.0,6.0,140.0,,,
1898-10-20,USC00272174,167.0,44.0,0.0,,,
1898-10-21,USC00272174,111.0,6.0,0.0,,,
1898-10-22,USC00272174,206.0,94.0,107.0,,,
1898-10-23,USC00272174,172.0,83.0,0.0,,,
1898-10-24,USC00272174,178.0,6.0,0.0,,,
1898-10-25,USC00272174,178.0,0.0,0.0,,,
1898-10-26,USC00272174,189.0,111.0,135.0,,,
1898-10-27,USC00272174,189.0,56.0,175.0,,,
1898-10-28,USC00272174,117.0,-39.0,0.0,,,
1898-10-29,USC00272174,61.0,-44.0,3.0,,,
1898-10-30,USC00272174,72.0,39.0,36.0,,,
1898-10-31,USC00272174,106.0,28.0,0.0,,,
1898-11-01,USC00272174,106.0,33.0,0.0,0.0,,
1898-11-02,USC00272174,150.0,-6.0,0.0,0.0,,
1898-11-03,USC00272174,150.0,-33.0,0.0,0.0,,
1898-11-04,USC00272174,167.0,-50.0,0.0,0.0,,
1898-11-05,USC00272174,150.0,-22.0,0.0,0.0,,
1898-11-06,USC00272174,139.0,72.0,48.0,0.0,,
1898-11-07,USC00272174,83.0,-22.0,0.0,0.0,,
1898-11-08,USC00272174,144.0,-39.0,0.0,0.0,,
1898-11-09,USC00272174,139.0,11.0,0.0,0.0,,
1898-11-10,USC00272174,78.0,17.0,414.0,0.0,,
1898-11-11,USC00272174,61.0,6.0,58.0,0.0,,
1898-11-12,USC00272174,72.0,-56.0,0.0,0.0,,
1898-11-13,USC00272174,94.0,-83.0,0.0,0.0,,
1898-11-14,USC00272174,67.0,11.0,15.0,0.0,,
1898-11-15,USC00272174,78.0,-39.0,0.0,0.0,,
1898-11-16,USC00272174,89.0,-11.0,0.0,0.0,,
1898-11-17,USC00272174,50.0,-22.0,30.0,0.0,,
1898-11-18,USC00272174,83.0,50.0,23.0,0.0,,
1898-11-19,USC00272174,61.0,44.0,325.0,0.0,,
1898-11-20,USC00272174,78.0,39.0,0.0,0.0,,
1898-11-21,USC00272174,94.0,-17.0,0.0,0.0,,
1898-11-22,USC00272174,72.0,-61.0,0.0,0.0,,
1898-11-23,USC00272174,72.0,-28.0,18.0,0.0,,
1898-11-24,USC00272174,33.0,-22.0,173.0,102.0,,
1898-11-25,USC00272174,-6.0,-89.0,0.0,0.0,,
1898-11-26,USC00272174,-39.0,-144.0,0.0,0.0,,
1898-11-27,USC00272174,-67.0,-83.0,178.0,203.0,,
1898-11-28,USC00272174,22.0,-67.0,0.0,0.0,,
1898-11-29,USC00272174,39.0,-161.0,0.0,0.0,,
1898-11-30,USC00272174,-6.0,-94.0,0.0,0.0,,
1899-09-01,USC00272174,283.0,156.0,20.0,,,
1899-09-02,USC00272174,189.0,139.0,307.0,,,
1899-09-03,USC00272174,261.0,144.0,0.0,,,
1899-09-04,USC00272174,217.0,94.0,0.0,,,
1899-09-05,USC00272174,217.0,33.0,0.0,,,
1899-09-06,USC00272174,222.0,111.0,0.0,,,
